iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,iteration_wall_s
40,0.00256676423611,75415,75415,0.680002524706,0.00139893363452,0.0483362901927,1.42262768966e-11,7.46038363275e-12,2812,1,0,20294.184917,12.1158328056,8097,0,0,0.302753733333,0.999907423591,0,0.1,0.26557992576,1,11649.6883488,1,1,0,0,0,36.8126799171
41,0.00256815759623,75415,75415,0.680002524706,0.00840946683976,0.0483362901927,1.40792944183e-11,7.45935462853e-12,2816,1,0,20276.0128751,12.3008747101,7973,0,0,0.307784513989,0.999907423591,0,0.1,0.255918212694,1,11652.5602241,1,1,0,0,0,20.46126675
42,0.00256740306179,75414,75414,0.679993507899,0.00123711637959,0.0483362901927,1.5054706961e-11,7.41842834092e-12,2820,1,0,20107.208333,11.5604166985,8044,0,0,0.308415718486,0.999907423591,0,0.1,0.25588979652,1,11681.3067169,1,1,0,0,0,20.2420987077
43,0.00256527501365,75415,75415,0.680002524706,-0.00415427511311,0.0483362901927,1.46006513738e-11,7.3035076507e-12,2827,1,0,20286.7090001,11.7032499313,8129,0,0,0.305133362255,0.999907423591,0,0.1,0.253130767101,1,11711.810792,1,1,0,0,0,20.4296419588
44,0.0025637484271,75415,75415,0.680002524706,-0.00265217046297,0.0483362901927,1.27811918638e-11,7.23519281573e-12,2825,1,0,20004.6537919,12.015999794,8276,0,0,0.305016132061,0.999907423591,0,0.1,0.251696613146,1,11737.7452621,1,1,0,0,0,20.1919227089
45,0.00256258960451,75415,75415,0.680002524706,-0.00126803740925,0.0483362901927,1.22069920197e-11,7.18374769602e-12,2837,1,0,20349.3908334,11.7269587517,8495,0,0,0.281198503713,0.999846271089,0,0.1,0.251145187711,1,11761.5087153,1,1,0,0,0,36.9195371247
46,0.00256455298746,75414,75414,0.679993507899,0.00811493599974,0.0483362901927,1.32528960775e-11,7.24914867536e-12,2836,1,0,20091.5310841,14.9767079353,8076,0,0,0.290436132506,0.999846271089,0,0.1,0.245432324007,1,11775.195717,1,1,0,0,0,20.3287402089
47,0.0025630119072,75415,75415,0.680002524706,-0.00247671069838,0.0483362901927,1.29081578168e-11,7.20113392901e-12,2839,1,0,20071.3055,11.5687084198,8176,0,0,0.288334223597,0.999846271089,0,0.1,0.245655155175,1,11800.0549072,1,1,0,0,0,20.2078360831
48,0.00256189339355,75414,75414,0.679993507899,-0.00172441409222,0.0483362901927,1.11215245674e-11,7.14913663394e-12,2839,1,0,20698.1663337,12.6775832176,8352,0,0,0.28706348816,0.999846271089,0,0.1,0.246271608712,1,11817.0675097,1,1,0,0,0,20.9218140421
49,0.00256162227522,75414,75414,0.679993507899,0.00127284404124,0.0483362901927,1.14622195152e-11,7.13157620916e-12,2840,1,0,20587.7675829,12.3465828896,8545,0,0,0.288732223217,0.999846271089,0,0.1,0.245903572683,1,11857.7415382,1,1,0,0,0,20.7798226248
