iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,iteration_wall_s
20,0.00286290126719,75414.72,75492,0.68069681887,2.75928522849,15800772117,4.31695182997e-11,1.20527350746e-11,3344,1,0,19642.3176665,11.8620004654,19.907866667
21,0.00285410909044,75414.72,75496,0.6807328861,2.6985356666,15799570004.3,4.31728028592e-11,1.19720651343e-11,3324,1,0,19356.0657501,12.7945418358,19.6284551253
22,0.00284564246534,75414.72,75503,0.680796003751,2.63800987451,15293004307.7,4.46028594074e-11,1.19707148003e-11,3277,1,0,19028.3388329,12.1564583778,19.2912049997
23,0.00283795805446,75414.72,75522,0.68096732309,2.58036470091,14557205977.4,4.68573242774e-11,1.21277089362e-11,3608,1,0,20833.7576671,11.8817081451,21.0962609579
24,0.00283089122973,75414.72,75656,0.682175575272,2.52510344296,13356646133.5,5.10690868229e-11,1.22051475176e-11,3466,1,0,19958.8192081,12.1588339806,20.2225578339
25,0.00282452132264,75414.72,75633,0.681968188704,2.47365753278,12823647009.3,5.3191710639e-11,1.24557678487e-11,3549,1,0,20631.3667502,12.2773327827,20.9018547917
26,0.00281857092374,75414.72,75614,0.681796869364,2.42321956774,12927779217.2,5.27632557452e-11,1.25526453456e-11,3395,1,0,19878.7167077,12.1581673622,20.1430402081
27,0.00281271005325,75414.72,75569,0.681391113035,2.37063580236,13025044892.9,5.23692414625e-11,1.25654327385e-11,3553,1,0,20674.3113751,12.8284168243,20.9399287081
28,0.00280718428876,75414.72,75516,0.680913222246,2.3183968858,13129509176,5.19525682116e-11,1.25868940684e-11,3706,1,0,21382.6209583,11.9974169731,21.647660458
29,0.00280204930597,75414.72,75487,0.680651734834,2.26596778108,13239526647.1,5.15208541237e-11,1.26024726362e-11,3799,1,0,21953.1400843,11.9224996567,22.2173394999
30,0.00279714563613,75414.72,75445,0.680273028926,2.2130541071,13335250528.7,5.11510240912e-11,1.25196196144e-11,3836,1,0,22154.4074159,11.951499939,22.419613333
31,0.00279244505581,75414.72,75389,0.679768087716,2.16030948317,13438935851,5.07563789734e-11,1.2430438626e-11,3684,1,0,21303.6259999,11.7492079735,21.5689996253
32,0.00278777818643,75414.72,75366,0.679560701147,2.10544994512,13120268056.7,5.19891604428e-11,1.23727571515e-11,3811,1,0,21942.3751669,11.9944167137,22.2061007088
33,0.00278393434339,75414.72,75312,0.679073793551,2.05575120991,13682579829.5,4.98525665154e-11,1.23034331501e-11,3782,1,0,21834.7562919,11.8914580345,22.0987261673
34,0.0027799647852,75414.72,75264,0.678640986799,2.00489642652,13796120171.3,4.94422861344e-11,1.21386676765e-11,4003,1,0,23246.9456668,11.8157081604,23.5107745416
35,0.00277621978343,75414.72,75209,0.678145062396,1.95531213201,13921222333.2,4.89979762357e-11,1.199447744e-11,4027,1,0,23324.2572498,12.2322502136,23.5916779996
36,0.00277269369416,75414.72,75144,0.67755896992,1.9063886089,14047949436,4.85559635703e-11,1.18132687932e-11,4286,1,0,24901.261333,12.195707798,25.167874
37,0.0027690350788,75414.72,75083,0.677008944673,1.85808443068,14173286962.5,4.81265723934e-11,1.15808782272e-11,4262,1,0,24779.2883339,11.9809160233,25.0451666671
38,0.00276541814072,75414.72,75015,0.676395801775,1.81166154658,14267606116.5,4.78084210824e-11,1.12141800447e-11,4406,1,0,25408.9979172,11.7470412254,25.6772677079
39,0.00276181134911,75414.72,74964,0.675935944601,1.76847016646,14115764173.6,4.83226917554e-11,9.82269629674e-12,4404,1,0,25412.3388333,11.9159169197,25.6804834162
40,0.00275877244609,75414.72,74915,0.675494121042,1.73853743257,14201831348.6,4.8029842371e-11,9.65494972493e-12,4601,1,0,26744.79425,12.0442919731,27.0113931247
41,0.00275564479203,75414.72,74875,0.675133448748,1.70858969498,14301376113.5,4.76955305309e-11,9.52642962752e-12,4779,1,0,29276.3112502,12.851375103,29.5493888753
42,0.00275263860569,75414.72,75324,0.679181995239,1.6810807628,14387824424.1,4.74089550266e-11,9.36138940204e-12,4642,1,0,28635.3119173,11.9676246643,28.8998441668
43,0.00274960250262,75414.72,75451,0.68032712977,1.6536694377,14494167870.8,4.70611163838e-11,9.27355006611e-12,4844,1,0,29386.1586246,12.3562092781,29.6541918749
44,0.00274632297049,75414.72,75532,0.681057491164,1.62485720053,14606314991.2,4.66997816672e-11,9.16126474817e-12,4901,1,0,29840.601583,11.9052920341,30.105895
45,0.00274306988875,75414.72,75579,0.681481281108,1.59692134579,14696449554.7,4.64133679712e-11,8.96987037145e-12,4994,1,0,30382.5265417,12.6997504234,30.6512514171
46,0.00273986084445,75414.72,75600,0.681670634062,1.57049419601,14805612163.4,4.60711596065e-11,8.8810702973e-12,5006,1,0,30399.131083,11.872792244,30.6627942501
47,0.00273664983531,75414.72,75632,0.681959171896,1.54447750095,14920118255.4,4.57175814143e-11,8.81314056058e-12,4438,1,0,26983.0593328,11.8570423126,27.2484407499
48,0.00273372606127,75414.72,75666,0.682265743346,1.52056822217,15016260893.7,4.54248714699e-11,8.69240275989e-12,4447,1,0,26696.8916664,12.6422915459,26.9655685001
49,0.00273052421843,75414.72,75677,0.682364928226,1.49548182185,15128021802.8,4.50892872807e-11,8.61041068778e-12,4502,1,0,26947.9267087,12.8087911606,27.2164916252
50,0.0027272546402,75414.72,75675,0.682346894612,1.47011827014,15243739398.7,4.47470074904e-11,8.53209537179e-12,4525,1,0,27488.583334,11.9193329811,27.7543165828
51,0.00272414447342,75414.72,75668,0.68228377696,1.44655617417,15351671894.6,4.4432406173e-11,8.45545560374e-12,4552,1,0,27199.0591669,12.2473330498,27.4645234589
52,0.00272113783064,75414.72,75663,0.682238692924,1.42343216323,15455726549.4,4.41332679427e-11,8.36717718434e-12,4606,1,0,27189.3035827,11.687292099,27.4534235829
53,0.00271797511919,75414.72,75682,0.682410012263,1.40037770899,15564437254.6,4.38250166002e-11,8.30000810115e-12,4609,1,0,27183.0892906,12.4639172554,27.4579996662
54,0.0027149858636,75414.72,75698,0.68255428118,1.37786067741,15676066007.8,4.35129400907e-11,8.24503149555e-12,4606,1,0,27304.5960836,11.8195829391,27.5672247079
55,0.00271214235351,75414.72,75706,0.682626415639,1.35664717693,15775858813.2,4.3237691788e-11,8.17622264833e-12,4611,1,0,27835.208292,11.7941250801,28.1007944169
56,0.0027091572587,75414.72,75699,0.682563297987,1.3346764362,15887019911.5,4.29351586927e-11,8.12881266434e-12,4383,1,0,26289.6982079,11.9814591408,26.5561250001
57,0.00270608225108,75414.72,75695,0.682527230758,1.31234525804,15968331490,4.27165306207e-11,8.07086732131e-12,4428,1,0,26249.46,12.1736660004,26.5140902088
58,0.00270300552703,75414.72,75692,0.682500180336,1.28992370592,16051346579.4,4.24956073113e-11,8.02633784738e-12,4425,1,0,26013.0263343,11.8097906113,26.2780643748
59,0.00270018393438,75414.72,75675,0.682346894612,1.26951191579,16125569246,4.23000088028e-11,7.97951746543e-12,4506,1,0,26937.2646251,12.6362500191,27.2097243331
60,0.00269741827707,75414.72,75653,0.68214852485,1.24954962738,16196524103.4,4.21146979871e-11,7.93214553417e-12,4558,1,0,26941.8333344,11.9069156647,27.2129639168
61,0.00269467460378,75414.72,75641,0.682040323162,1.22933483837,16263253362.5,4.19418984536e-11,7.86676846964e-12,4620,1,0,27447.68925,12.392457962,27.7238936662
62,0.00269185974789,75414.72,75649,0.682112457621,1.20900913275,16336916694.8,4.17527819842e-11,7.82225190402e-12,4212,1,0,25210.7478333,12.1763339043,25.4811092503
63,0.00268930750498,75414.72,75648,0.682103440814,1.19019382169,16404038247.9,4.15819391996e-11,7.78320829755e-12,4067,1,0,24538.8582921,11.8840827942,24.8035417083
64,0.00268658441316,75414.72,75666,0.682265743346,1.17009923364,16476165029.6,4.13999082815e-11,7.7365205397e-12,4122,1,0,24777.7514997,12.3976249695,25.0473406254
65,0.0026840518491,75414.72,75665,0.682256726538,1.15100744872,16548553601.9,4.12188120766e-11,7.70381779277e-12,4197,1,0,25197.513833,12.0101246834,25.4646156663
66,0.0026815172216,75414.72,75660,0.682211642502,1.13190150591,16618535537.7,4.10452364775e-11,7.66700425559e-12,4238,1,0,25273.5402498,11.9944591522,25.5397464582
67,0.00267889196687,75414.72,75646,0.682085407199,1.11257105964,16683670091.5,4.08849921698e-11,7.62431364404e-12,4278,1,0,25360.8912501,11.9109997749,25.6284863329
68,0.00267653851363,75414.72,75632,0.681959171896,1.09501715317,16745216920.1,4.07347199088e-11,7.58502398165e-12,4340,1,0,26085.1739578,12.0710000992,26.3526661661
69,0.00267411733598,75414.72,75634,0.681977205511,1.07683758544,16809429179.5,4.05791126973e-11,7.54986445281e-12,4375,1,0,25884.413167,12.5892920494,26.1519595832
70,0.0026718500734,75414.72,75626,0.681905071052,1.05946895957,16869767167.9,4.04339736445e-11,7.51692118019e-12,4405,1,0,26324.2072501,13.0267915726,26.5925189168
71,0.00266954008721,75414.72,75620,0.681850970208,1.04172387841,16927469401.1,4.02961426123e-11,7.4765090907e-12,4437,1,0,26267.7755408,11.9312500954,26.5356592503
72,0.0026672597243,75414.72,75608,0.681742768521,1.02355674262,16985596753.7,4.01582429481e-11,7.4399334905e-12,4466,1,0,26292.178834,12.0170001984,26.55776275
73,0.00266506689865,75414.72,75603,0.681697684484,1.00603256722,17040488939.8,4.00288820035e-11,7.40308938896e-12,4477,1,0,26829.6380844,12.0664997101,27.0962969996
74,0.00266303129857,75414.72,75586,0.681544398759,0.989471832585,17090216095.5,3.9912410542e-11,7.36766022565e-12,4502,1,0,26313.3302913,12.2007918358,26.579758083
75,0.00266094084889,75414.72,75583,0.681517348337,0.972486890245,17141200544.7,3.97936958544e-11,7.330996411e-12,4091,1,0,23828.2359171,12.531832695,24.0949209579
76,0.00265893503542,75414.72,75582,0.68150833153,0.955659548751,17191463165.1,3.96773511656e-11,7.29915033652e-12,4096,1,0,23890.0910001,12.1100001335,24.1589370421
77,0.00265695476149,75414.72,75572,0.681418163457,0.938546744054,17241978208.5,3.95611056228e-11,7.26997677782e-12,4177,1,0,24574.6880832,11.8534998894,24.8392831669
78,0.00265501646781,75414.72,75576,0.681454230686,0.922390986075,17247665625.1,3.95480603509e-11,7.14232068533e-12,4240,1,0,24904.3131671,11.9201660156,25.1688443329
79,0.00265319460049,75414.72,75572,0.681418163457,0.906684628635,17281798074.3,3.94699508767e-11,7.09493249523e-12,4281,1,0,25233.8311658,12.27520895,25.5013994589
80,0.00265146522436,75414.72,75582,0.68150833153,0.891957574074,17315801679.3,3.93924424457e-11,7.057403821e-12,4267,1,0,25489.756,12.0285000801,25.7557430002
81,0.00264980838994,75414.72,75569,0.681391113035,0.877250531254,17352857275.2,3.9308323133e-11,7.02741467848e-12,4372,1,0,25839.1229587,12.1048750877,26.105795084
82,0.00264817577479,75414.72,75551,0.681228810503,0.862638994595,17389996668.1,3.92243733035e-11,7.00340796129e-12,4276,1,0,25352.9871249,11.806833744,25.6175689171
83,0.00264653700152,75414.72,75554,0.681255860925,0.847789743136,17291857886.4,3.94469886079e-11,6.65032175076e-12,4512,1,0,26865.417666,12.1557922363,27.1306651253
84,0.00264531191691,75414.72,75555,0.681264877732,0.838206213684,17301827834.3,3.94242578059e-11,6.60689353868e-12,4367,1,0,25826.8082919,12.1908330917,26.0950497086
85,0.00264412490695,75414.72,75550,0.681219793695,0.829135748913,17316374345.8,3.93911397059e-11,6.57988376299e-12,4653,1,0,27699.333375,12.1145839691,27.967658917
86,0.00264294400055,75414.72,75545,0.681174709659,0.819731617671,17331721179,3.93562597741e-11,6.55492522569e-12,4677,1,0,27242.4369159,11.888584137,27.5065217079
87,0.00264177319305,75414.72,75567,0.68137307942,0.809867363611,17349693079.1,3.93154920922e-11,6.53373385173e-12,4523,1,0,26808.0669999,12.8393750191,27.0761512914
88,0.00264066123664,75414.72,75556,0.681273894539,0.800480481287,17365382230.3,3.92799716129e-11,6.51256756438e-12,4733,1,0,27126.6401672,11.8042497635,27.3926199591
89,0.00263959052507,75414.72,75545,0.681174709659,0.791773900342,17380582862.6,3.92456183113e-11,6.49440885619e-12,3951,1,0,23213.3191252,12.0507917404,23.4817227502
90,0.00263853744217,75414.72,75546,0.681183726466,0.782314942881,17396233573.4,3.92103105639e-11,6.47194774465e-12,3838,1,0,22257.6545,12.2617907524,22.5248749587
91,0.00263750355029,75414.72,75557,0.681282911347,0.773138815159,17405582518.2,3.91892497905e-11,6.43793958025e-12,3876,1,0,22496.399375,11.6799168587,22.783171
92,0.00263649131661,75414.72,75549,0.681210776888,0.764235523633,17419509586.4,3.91579176021e-11,6.41954429376e-12,3932,1,0,22900.95925,11.8035001755,23.1679012501
93,0.00263551834519,75414.72,75546,0.681183726466,0.755853031844,17432672016.2,3.91283516618e-11,6.40344314598e-12,3960,1,0,22996.2555838,12.1350831985,23.2614987078
94,0.00263455134523,75414.72,75546,0.681183726466,0.747269477679,17446539682.6,3.90972498538e-11,6.38880012777e-12,4047,1,0,23265.4100003,12.189666748,23.5305381659
95,0.00263357683539,75414.72,75543,0.681156676044,0.738467753636,17459106458.4,3.90691083006e-11,6.37161530326e-12,4121,1,0,23868.8426251,12.1160407066,24.140888792
96,0.00263264684737,75414.72,75552,0.68123782731,0.73004945011,17470297104.1,3.90440824783e-11,6.3545834049e-12,4203,1,0,24290.699625,11.8996667862,24.5574900834
97,0.00263181149303,75414.72,75554,0.681255860925,0.722050666707,17478382266.3,3.90260214395e-11,6.33287726229e-12,4308,1,0,25226.7007923,11.7875828743,25.4951920421
98,0.00263098176722,75414.72,75557,0.681282911347,0.714271872772,17487612350.6,3.90054232322e-11,6.31425444791e-12,4221,1,0,24163.9615421,12.2180829048,24.4317835411
99,0.00263010690704,75414.72,75562,0.681327995383,0.705751756278,17497013045,3.8984466623e-11,6.29480345139e-12,4413,1,0,25497.574625,11.9731669426,25.7619497082
100,0.00262925103827,75414.72,75562,0.681327995383,0.69776134903,17506641331.2,3.89630259824e-11,6.27959429954e-12,4291,1,0,24816.3362079,11.6840419769,25.083176834
101,0.00262843401859,75414.72,75566,0.681364062613,0.689775296994,17515825024.8,3.89425973419e-11,6.26400194243e-12,4449,1,0,25812.9025421,12.1567497253,26.0778137501
102,0.00262762881913,75414.72,75558,0.681291928154,0.681666236213,17514597229.1,3.89453272679e-11,6.2247852433e-12,4448,1,0,25433.7154169,11.8597083092,25.6966366251
103,0.00262685988436,75414.72,75556,0.681273894539,0.674149984786,17522136069.4,3.89285711715e-11,6.21139470182e-12,4384,1,0,25287.762167,12.3074169159,25.55439125
104,0.00262610799883,75414.72,75555,0.681264877732,0.666808299857,17528263787.4,3.8914962105e-11,6.19455070179e-12,4373,1,0,25579.011167,11.8412499428,25.8423214997
105,0.0026253815973,75414.72,75556,0.681273894539,0.659206232529,17534726305.4,3.89006197858e-11,6.17767596206e-12,4573,1,0,26384.556334,12.099750042,26.65143925
106,0.00262467410277,75414.72,75562,0.681327995383,0.651823440991,17542663521.4,3.88830191164e-11,6.16629139385e-12,4586,1,0,26454.4607091,11.9771661758,26.7201259159
107,0.00262395096515,75414.72,75552,0.68123782731,0.644225524379,17544524269.8,3.88788952362e-11,6.14037134184e-12,4608,1,0,26564.9326658,11.9043750763,26.8319137497
108,0.00262328437982,75414.72,75547,0.681192743273,0.637354057909,17547555030.9,3.88721801899e-11,6.12206107235e-12,4647,1,0,26607.848208,11.8562092781,26.874190833
109,0.00262260254086,75414.72,75549,0.681210776888,0.630048712298,17554381065.8,3.8857064712e-11,6.11037257663e-12,4646,1,0,26869.867208,12.0999588966,27.1341873747
110,0.00262192339991,75414.72,75556,0.681273894539,0.622707786024,17561676335.4,3.8840923157e-11,6.10073733672e-12,4681,1,0,27344.3903332,12.466917038,27.6101432922
111,0.0026212718902,75414.72,75556,0.681273894539,0.615297998338,17569437622.3,3.88237652062e-11,6.09261044257e-12,4597,1,0,26634.0872908,12.7555003166,26.9041511659
112,0.00262063253444,75414.72,75556,0.681273894539,0.607881946397,17575790791.4,3.88097314739e-11,6.08057355335e-12,4262,1,0,24612.6587501,11.7601251602,24.8762190831
113,0.00262000146344,75414.72,75555,0.681264877732,0.600610221199,17583511191.5,3.87926912677e-11,6.07430616596e-12,4538,1,0,25993.2487078,11.8271250725,26.2570413752
114,0.00261935915546,75414.72,75556,0.681273894539,0.593031384146,17589861458.5,3.87786863849e-11,6.06491433661e-12,4578,1,0,26372.8420424,11.9614167213,26.6369277909
115,0.00261875619533,75414.72,75559,0.681300944961,0.586175135447,17594088246.2,3.87693702287e-11,6.05345143278e-12,4649,1,0,27090.246583,11.9134998322,27.3576090839
116,0.00261818013737,75414.72,75562,0.681327995383,0.579649458277,17598214205.1,3.8760280623e-11,6.04302790715e-12,4701,1,0,26997.0569167,11.7984580994,27.2607836672
117,0.00261760074128,75414.72,75553,0.681246844117,0.573521063058,17602839604.6,3.87500958012e-11,6.03660335289e-12,4770,1,0,27448.1313753,12.3980827332,27.7155452501
118,0.00261701416085,75414.72,75553,0.681246844117,0.566774158998,17606241942,3.87426074968e-11,6.02469904426e-12,4664,1,0,26979.9558749,11.7127919197,27.2435930423
119,0.0026164592036,75414.72,75555,0.681264877732,0.55986025454,17610642954,3.87329254722e-11,6.01535605682e-12,4285,1,0,24668.8530827,11.8613753319,24.9320380422
120,0.00261590062166,75414.72,75561,0.681318978576,0.553335280198,17615424406.8,3.87224119784e-11,6.00825218451e-12,4316,1,0,25366.8468752,12.6378326416,25.6346002091
