voxel,f,nx,ny,nz,W_voigt,W_lam,ratio
22082,0.4375,-0.0664389321657,-0.997527370227,0.0229131826756,4.62243573876e-13,4.59159438342e-13,0.993327899602
22083,0.0625,0.611273870646,-0.791313083076,-0.0129560649216,6.91373963147e-14,6.89901452406e-14,0.997870167493
22085,0.15625,-0.783006629708,-0.616085420643,-0.0856701365951,9.91225645576e-14,9.8957189571e-14,0.998331611098
22086,0.6875,0.0235190944154,-0.991194849887,-0.130305877671,5.59775961598e-13,5.4800551196e-13,0.978972927661
22087,0.125,0.816628362458,-0.574398396792,-0.0564322548925,1.02172806334e-13,1.02108842231e-13,0.999373961571
22089,0.0625,-0.670286708373,-0.741799218039,0.0212049214761,6.23544296719e-14,6.10933926554e-14,0.979776304214
22090,0.5,-0.0461298899835,-0.997808818956,0.0474298857592,5.14538071986e-13,5.01801824692e-13,0.975247220785
22091,0.0625,0.623311159584,-0.781945590346,0.00665522925657,7.02061768986e-14,7.0036129468e-14,0.997577885051
22093,0.171875,-0.702506441932,-0.707645505575,-0.0756474552404,1.06782934827e-13,1.06780420304e-13,0.999976452013
22094,0.59375,0.0519944453105,-0.992858976935,-0.107366799226,4.82816089086e-13,4.78596880849e-13,0.991261251785
22095,0.109375,0.749454267914,-0.660020649219,-0.05187526298,1.05679303268e-13,1.05553178022e-13,0.998806528408
