iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,iteration_wall_s
28,0.0035326285006,75415,75415,0.680002524706,-0.0147986708082,0.0483362901927,4.1517974022e-10,2.03560283741e-11,2302,1,0,17091.1192498,12.6775832176,52806,0,0,0.313309255171,0.999604825206,0,0.1,0,0,69223.6956622,1,1,0,106500.034439,17.3193515837
29,0.00346436846954,75415,75415,0.680002524706,-0.0141722529033,0.0483362901927,4.20567870851e-10,1.96952822105e-11,2296,1,0,17037.3060827,11.8447089195,52910,0,0,0.311121431434,0.999604825206,0,0.1,0,0,67926.1914192,1,1,0,102194.082683,17.2041022503
30,0.00340434483981,75414,75414,0.679993507899,-0.0133772430594,0.0483362901927,4.11779443934e-10,1.92506108801e-11,2289,1,0,16888.2662077,11.7251253128,52874,0,0,0.295000165155,0.999778755855,0,0.1,0,0,66304.7789631,1,1,0,98142.4872016,33.4378050002
31,0.00336628410345,75414,75414,0.679993507899,-0.0112968808489,0.0483362901927,4.51467695374e-10,1.98599960665e-11,2514,1,0,18666.000042,11.9239578247,46535,0,0,0.287087819644,0.999778755855,0,0.1,0,0,61474.8184369,1,1,0,117173.109345,18.8513201661
32,0.00333150236103,75414,75414,0.679993507899,-0.0106313882694,0.0483362901927,4.34961279666e-10,1.97618079048e-11,2543,1,0,18836.432291,12.3317918777,46853,0,0,0.260593948604,0.999624343681,0,0.1,0,0,60503.1822868,1,1,0,111882.512879,19.0489347088
33,0.00329218091888,75415,75415,0.680002524706,-0.0122257414311,0.0483362901927,4.55046217081e-10,1.95246200505e-11,2578,1,0,19105.8922076,11.8165001869,47011,0,0,0.237140159874,0.99644693704,0,0.1,0,0,59386.7858923,1,1,0,107010.298472,19.2751903338
34,0.00325093240095,75414,75414,0.679993507899,-0.0128255710975,0.0483362901927,4.40990097581e-10,1.91891045234e-11,2633,1,0,19204.0249577,14.2740001678,47074,0,0,0.237711193513,0.997713571833,0,0.1,0,0,58218.2631147,1,1,0,102516.762412,19.3759271661
35,0.00320564900237,75414,75414,0.679993507899,-0.0143755664543,0.0483362901927,4.09431274696e-10,1.87402570296e-11,2692,1,0,20000.5019593,12.2572498322,47029,0,0,0.224408682842,0.996126231412,0,0.1,0,0,56895.1216554,1,1,0,98327.696765,36.5038454174
36,0.00319162960609,75414,75414,0.679993507899,-0.014921111178,0.0483362901927,3.86168613392e-10,2.05797138018e-11,3091,1,0,22503.2114587,11.8155002594,38999,0,0,0.226117409489,0.993924199506,0,0.1,0,0,50723.1792544,1,1,0,118365.971826,22.6677175001
37,0.00316438973182,75414,75414,0.679993507899,-0.00922283095229,0.0483362901927,4.0322044745e-10,2.03233239362e-11,3152,1,0,23134.799541,12.6772499084,39464,0,0,0.228595715779,0.993729395207,0,0.1,0,0,49968.6239359,1,1,0,112176.595845,23.3426836659
38,0.00314372632818,75414,75414,0.679993507899,-0.00773698780825,0.0483362901927,4.51373634767e-10,2.0188404305e-11,3197,1,0,23242.482625,11.7888326645,39837,0,0,0.231107438318,0.990664722468,0,0.1,0,0,49166.533548,1,1,0,106437.636987,23.4053680003
39,0.00312396830693,75414,75414,0.679993507899,-0.00773253792851,0.0483362901927,4.7927037018e-10,1.99747881258e-11,3239,1,0,23475.4438343,12.2439579964,40072,0,0,0.234006471269,0.989680694328,0,0.1,0,0,48450.6056087,1,1,0,101124.754817,23.651285666
40,0.00310398885969,75414,75414,0.679993507899,-0.00921982813607,0.0483362901927,5.81945131631e-10,1.9705782072e-11,3261,1,0,23778.641458,12.6669592857,40197,0,0,0.219295915626,0.994374647529,0,0.1,0,0,47737.329649,1,1,0,96228.4219715,40.3527539577
41,0.003147261142,75414,75414,0.679993507899,-0.0079429371458,0.0483362901927,7.26870113447e-10,2.35748547806e-11,3422,1,0,24875.7087917,11.8763751984,33027,0,0,0.220989254163,0.994374647529,0,0.1,0,0,42832.9609281,1,1,0,118061.078782,25.0806100001
42,0.00313021701431,75415,75415,0.680002524706,-0.00795970831398,0.0483362901927,7.82635049467e-10,2.32385146468e-11,3437,1,0,25083.476666,12.5134587288,33576,0,0,0.223433030136,0.994374647529,0,0.1,0,0,42468.5342998,1,1,0,112130.625408,25.2709517921
43,0.00311448260133,75414,75414,0.679993507899,-0.00727085192363,0.0483362901927,8.63225885974e-10,2.2816752291e-11,3436,1,0,26806.5193753,12.8396248817,33966,0,0,0.226527215449,0.994374647529,0,0.1,0,0,42166.6525396,1,1,0,106600.63805,27.089869875
44,0.00310383617777,75415,75415,0.680002524706,-0.00607522097178,0.0483362901927,9.143963402e-10,2.25682262518e-11,3425,1,0,27713.2297087,12.5589580536,34352,0,0,0.230035192137,0.994374647529,0,0.1,0,0,41888.7514395,1,1,0,101425.768314,28.0841259998
45,0.00309317863022,75414,75414,0.679993507899,-0.00597644281281,0.0483362901927,1.0517519825e-09,2.23477631949e-11,3388,1,0,26690.761292,12.67329216,34747,0,0,0.219022836972,0.99113176232,0,0.1,0,0,41658.2496339,1,1,0,96603.4128987,43.4623177922
46,0.00323582737108,75414,75414,0.679993507899,-0.00601157316798,0.0483362901927,1.10383437434e-09,2.79613892438e-11,3389,1,0,26486.453125,12.673500061,29405,0,0,0.221450797634,0.981633935083,0,0.1,0,0,38100.5175778,1,1,0,119658.992828,26.7114595002
47,0.00322190779819,75414,75414,0.679993507899,-0.00449987880841,0.0483362901927,1.11652796524e-09,2.75116049554e-11,3390,1,0,26293.5951252,11.7544999123,30007,0,0,0.224282366171,0.990764985851,0,0.1,0,0,37903.8347332,1,1,0,113642.792674,26.4470804161
48,0.00321272341197,75415,75415,0.680002524706,-0.00342302817637,0.0483362901927,1.24225687936e-09,2.71465896524e-11,3398,1,0,26661.2852082,12.712957859,30482,0,0,0.227366977542,0.991929379989,0,0.1,0,0,37777.093767,1,1,0,107987.12003,26.8770270827
49,0.00320504045405,75415,75415,0.680002524706,-0.00297510068513,0.0483362901927,1.36767384912e-09,2.67831872241e-11,3397,1,0,26518.065958,12.4697089195,30924,0,0,0.230932078446,0.985751294489,0,0.1,0,0,37629.4456587,1,1,0,102685.819054,26.7318743332
50,0.00319656153777,75415,75415,0.680002524706,-0.00458635166731,0.0483362901927,1.55917444449e-09,2.66367067403e-11,3402,1,0,26654.2193751,12.5223340988,31414,0,0,0.227733731498,0.987615915309,0,0.1,0,0,37503.3059586,1,1,0,97684.0919937,43.4583166251
51,0.00330289342439,75415,75415,0.680002524706,-0.00312783836078,0.0483362901927,1.1701280759e-09,2.6331896466e-11,3522,1,0,27568.3545413,14.4693341255,26766,0,0,0.233117733601,0.988344644086,0,0.1,0,0,34812.7758112,1,1,0,119415.098981,27.8582447912
52,0.00328080090145,75415,75415,0.680002524706,-0.00559966369088,0.0483362901927,1.21190420322e-09,2.56924560316e-11,3379,1,0,27129.4084578,12.7198748589,27367,0,0,0.240520328492,0.979699297516,0,0.1,0,0,34731.2943315,1,1,0,113569.162624,27.346301958
53,0.00326722328682,75414,75414,0.679993507899,-0.00240006858386,0.0483362901927,1.32151526904e-09,2.52513395727e-11,3312,1,0,26756.8044591,13.0145411491,27852,0,0,0.245834812547,0.985340352972,0,0.1,0,0,34689.1349396,1,1,0,108055.102708,26.9811771251
54,0.00325583132136,75415,75415,0.680002524706,-0.0031858321224,0.0483362901927,1.42652066174e-09,2.47843813046e-11,3337,1,0,25808.2437921,12.6287503242,28321,0,0,0.251214040863,0.982192716221,0,0.1,0,0,34622.9610354,1,1,0,102834.707433,26.0176772918
55,0.00324468814835,75415,75415,0.680002524706,-0.00586483637215,0.0483362901927,1.52745012575e-09,2.44806483841e-11,3341,1,0,25886.1212502,11.6645832062,28748,0,0,0.230629050829,0.994642865806,0,0.1,0,0,34532.670646,1,1,0,97946.5791464,43.1076491671
56,0.00332616914253,75414,75414,0.679993507899,-0.00220791403259,0.0483362901927,8.98436376898e-10,2.56020711557e-11,3291,1,0,25053.6221251,12.6862916946,24693,0,0,0.236242557515,0.996535216233,0,0.1,0,0,32448.2690955,1,1,0,119573.732007,25.2677418753
57,0.00330826705472,75414,75414,0.679993507899,-0.00566194683646,0.0483362901927,8.16863477297e-10,2.48642477853e-11,3317,1,0,25272.7428751,12.6835002899,25165,0,0,0.245159376364,0.996535216233,0,0.1,0,0,32312.0302745,1,1,0,113667.330214,25.4822606253
58,0.00329603734627,75414,75414,0.679993507899,-0.00284945547324,0.0483362901927,7.51845202072e-10,2.44883623274e-11,3366,1,0,25600.1590004,12.6212496758,25633,0,0,0.25320083678,0.999395373774,0,0.1,0,0,32184.6974775,1,1,0,108075.522415,25.7731009996
59,0.00328192068843,75414,75414,0.679993507899,-0.00454394901063,0.0483362901927,7.53559120675e-10,2.41327161313e-11,3374,1,0,25543.5744171,11.8267502785,26083,0,0,0.26035174177,0.999395373774,0,0.1,0,0,32087.8780918,1,1,0,102789.766012,25.699668583
60,0.00326768596794,75414,75414,0.679993507899,-0.00483484586969,0.0483362901927,7.54301636666e-10,2.39960104024e-11,3365,1,0,25631.6184592,12.7409157753,26605,0,0,0.244289385613,0.99940852011,0,0.1,0,0,32011.934385,1,1,0,97784.3681735,42.5970151657
