iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,iteration_wall_s
14,0.00262449366287,75414,75414,0.679993507899,-0.0144015997648,0.0483362901927,3.47879261754e-11,1.02520715363e-11,2749,1,0,18729.1567497,11.8480000496,34929,0,0,0.345316608625,0.99996875449,0,0.1,0,0,46187.5938783,1,1,0,25.7048934996
15,0.00264790507318,75414,75414,0.679993507899,0.0174637883902,0.0483362901927,3.12875752829e-11,1.2360615761e-11,2729,1,0,18829.4647083,13.0415000916,35021,0,0,0.339997469692,0.999900110538,0,0.1,0,0,46142.7583243,1,1,0,42.237055833
16,0.00261013721046,75415,75415,0.680002524706,-0.0138979405165,0.0483362901927,2.61933111866e-11,9.6061781866e-12,2761,1,0,18927.9280839,12.5367498398,32277,0,0,0.339901974532,0.999900110538,0,0.1,0,0,42697.0591151,1,1,0,25.9507865827
17,0.0026317471726,75414,75414,0.679993507899,0.0199962407351,0.0483362901927,2.20325446635e-11,1.140266345e-11,2742,1,0,18880.223125,11.8825831413,32890,0,0,0.340851651684,0.999900110538,0,0.1,0,0,43668.8903331,1,1,0,25.903558292
18,0.00261141746857,75414,75414,0.679993507899,-0.0141676515341,0.0483362901927,1.70115814617e-11,9.76515681719e-12,2757,1,0,18956.708416,12.5580000877,32257,0,0,0.340447994195,0.999900110538,0,0.1,0,0,42831.4027655,1,1,0,25.9661138752
19,0.0026392328133,75414,75414,0.679993507899,0.0202488154173,0.0483362901927,1.56256870165e-11,1.19743393221e-11,2732,1,0,19040.1740828,11.8545002937,32760,0,0,0.341690971295,0.999900110538,0,0.1,0,0,43711.4658467,1,1,0,26.0086776246
20,0.00260980134194,75415,75415,0.680002524706,-0.0203009694815,0.0483362901927,1.43107241542e-11,9.64120435784e-12,2759,1,0,18951.4882078,11.8402500153,32050,0,0,0.331371481514,0.999380430842,0,0.1,0,0,42534.5314332,1,1,0,42.2864887924
21,0.00262797342706,75416,75416,0.680011541513,0.0291910022497,0.0483362901927,7.1324510836e-12,1.10368407608e-11,2737,1,0,19109.48525,13.1433749199,32037,0,0,0.336793215993,0.999380430842,0,0.1,0,0,42295.7752104,1,1,0,26.266907542
22,0.00260605183581,75415,75415,0.680002524706,-0.0178758054972,0.0483362901927,4.81961714721e-12,9.27991030413e-12,2756,1,0,18853.5916252,11.740167141,31018,0,0,0.333165960606,0.999380430842,0,0.1,0,0,41443.9599425,1,1,0,25.8438654169
23,0.00263411196177,75415,75415,0.680002524706,0.0230487436056,0.0483362901927,5.32453941608e-12,1.15599872181e-11,2733,1,0,19063.429667,11.9517917633,32016,0,0,0.339682870653,0.999380430842,0,0.1,0,0,42606.9899326,1,1,0,26.0519237919
24,0.00260833898341,75414,75414,0.679993507899,-0.0216860324144,0.0483362901927,5.34791118088e-12,9.43135413492e-12,2761,1,0,19146.8407078,11.7853751183,30942,0,0,0.33362726199,0.999380430842,0,0.1,0,0,41537.5077183,1,1,0,26.2077045422
25,0.00263531570702,75415,75415,0.680002524706,0.021917745471,0.0483362901927,5.42479243016e-12,1.16139085804e-11,2739,1,0,18802.4020419,12.5245409012,31898,0,0,0.352017172955,0.999829894936,0,0.1,0,0,42560.1200288,1,1,0,42.2004289171
26,0.0026048417901,75414,75414,0.679993507899,-0.0161025673151,0.0483362901927,6.82539850111e-12,8.97106918814e-12,2765,1,0,18929.5089169,11.7648329735,29900,0,0,0.34478144952,0.999829894936,0,0.1,0,0,40441.2883672,1,1,0,25.933230625
27,0.00262558327343,75415,75415,0.680002524706,0.0213619321585,0.0483362901927,5.42138948217e-12,1.06777065598e-11,2745,1,0,19003.0189996,11.3946251869,31136,0,0,0.355197965256,0.999829894936,0,0.1,0,0,41547.866302,1,1,0,26.0033981246
28,0.00261336535925,75415,75415,0.680002524706,-0.00957958400249,0.0483362901927,4.5168993107e-12,9.69764753609e-12,2751,1,0,18869.0951667,11.5873332024,30598,0,0,0.350685687248,0.999829894936,0,0.1,0,0,41223.1009726,1,1,0,25.9201272503
29,0.00264149579938,75414,75414,0.679993507899,0.0192645937204,0.0483362901927,6.47725628811e-12,1.20788280388e-11,2731,1,0,18924.4794173,11.7465829849,31069,0,0,0.357609437225,0.999829894936,0,0.1,0,0,42081.7445762,1,1,0,26.0184318749
30,0.00261139166075,75414,75414,0.679993507899,-0.0218149274588,0.0483362901927,4.6786481201e-12,9.46831984916e-12,2754,1,0,19136.11725,12.919875145,30403,0,0,0.343513100631,0.999818346111,0,0.1,0,0,41069.25619,1,1,0,42.3751778333
31,0.00263461375464,75415,75415,0.680002524706,0.0326063483953,0.0483362901927,5.37486270649e-12,1.12512699169e-11,2735,1,0,19163.7311249,11.9271669388,30790,0,0,0.335680737685,0.999561341019,0,0.1,0,0,41417.2864354,1,1,0,26.3182894168
32,0.00260886504655,75415,75415,0.680002524706,-0.0218193978071,0.0483362901927,5.23938673976e-12,9.10465408596e-12,2758,1,0,18989.9784169,11.8142924309,29703,0,0,0.336206863542,0.999561341019,0,0.1,0,0,40434.098431,1,1,0,26.046705375
33,0.00263463212097,75415,75415,0.680002524706,0.021318718791,0.0483362901927,5.293388414e-12,1.12677862225e-11,2734,1,0,19208.2832923,12.9956250191,30768,0,0,0.335950884595,0.999561341019,0,0.1,0,0,41525.3760049,1,1,0,26.2295471658
34,0.00260823892917,75414,75414,0.679993507899,-0.0228885561228,0.0483362901927,4.1929468633e-12,9.07357089714e-12,2759,1,0,19302.9778328,13.2706670761,29610,0,0,0.338212143749,0.999561341019,0,0.1,0,0,40470.3993606,1,1,0,26.3001871658
35,0.00263510630534,75415,75415,0.680002524706,0.0221889466047,0.0483362901927,5.36215766484e-12,1.1261780282e-11,2734,1,0,19071.3713751,13.0722498894,30723,0,0,0.328501261199,0.999830455442,0,0.1,0,0,41521.8805768,1,1,0,42.4520997503
36,0.00260732876337,75415,75415,0.680002524706,-0.0136572867632,0.0483362901927,4.91566406741e-12,8.80176033161e-12,2763,1,0,18988.4004579,12.4448337555,28956,0,0,0.327947361053,0.999830455442,0,0.1,0,0,39643.2140704,1,1,0,26.0625819173
37,0.00263011538378,75414,75414,0.679993507899,0.0223811715841,0.0483362901927,5.26068459544e-12,1.06776095108e-11,2745,1,0,19099.9483342,11.8497080803,30167,0,0,0.330047449093,0.999830455442,0,0.1,0,0,40884.7324131,1,1,0,26.1089094589
38,0.00261193869849,75415,75415,0.680002524706,-0.0159297138453,0.0483362901927,4.97047323564e-12,9.28197868478e-12,2766,1,0,19133.30125,12.5992908478,29410,0,0,0.328759238589,0.999830455442,0,0.1,0,0,40227.6263269,1,1,0,26.1218697089
39,0.0026402948074,75414,75414,0.679993507899,0.0217672437429,0.0483362901927,5.41281580503e-12,1.16256044784e-11,2747,1,0,19071.0236254,11.9369578362,30254,0,0,0.331323016862,0.999830455442,0,0.1,0,0,41344.2987678,1,1,0,26.054186875
40,0.00261176949959,75415,75415,0.680002524706,-0.022991374135,0.0483362901927,4.84288638918e-12,9.22708586079e-12,2765,1,0,19191.2623329,12.7013750076,29320,0,0,0.34083740175,0.999379046214,0,0.1,0,0,40247.4019805,1,1,0,42.5007528751
41,0.00263288616936,75415,75415,0.680002524706,0.032426789403,0.0483362901927,4.56218449281e-12,1.07762088505e-11,2751,1,0,18873.7967501,11.9558329582,29872,0,0,0.345613267261,0.999379046214,0,0.1,0,0,40576.7962979,1,1,0,25.9919245844
42,0.00261057612154,75415,75415,0.680002524706,-0.0208731740713,0.0483362901927,4.6675946007e-12,8.99464008314e-12,2767,1,0,19254.0137091,12.5377078056,28680,0,0,0.345115165211,0.999379046214,0,0.1,0,0,39642.1154317,1,1,0,26.3325904999
43,0.00263507234301,75415,75415,0.680002524706,0.0214572995901,0.0483362901927,4.48157637414e-12,1.10144706021e-11,2753,1,0,18908.8778338,11.955124855,29857,0,0,0.346076273214,0.999379046214,0,0.1,0,0,40747.495175,1,1,0,25.9520896249
44,0.00261008018026,75414,75414,0.679993507899,-0.023178383708,0.0483362901927,4.27148937733e-12,8.94792340328e-12,2768,1,0,19228.1834159,16.2970423698,28615,0,0,0.345154485876,0.999379046214,0,0.1,0,0,39677.2667373,1,1,0,26.301245166
45,0.0026354395423,75414,75414,0.679993507899,0.0222366303205,0.0483362901927,4.44325609863e-12,1.10029981003e-11,2754,1,0,18976.982583,11.896791935,29802,0,0,0.298003454843,0.994909930099,0,0.1,0,0,40767.0939379,1,1,0,42.4325614157
46,0.00260774420003,75415,75415,0.680002524706,-0.0152956694365,0.0483362901927,5.60788217551e-12,8.58868634787e-12,2768,1,0,19282.2665,11.6593332291,27914,0,0,0.305639822241,0.994909930099,0,0.1,0,0,38839.5082341,1,1,0,26.3522029999
47,0.00263058455139,75414,75414,0.679993507899,0.0237513333559,0.0483362901927,4.49703621e-12,1.04586272749e-11,2758,1,0,19201.3252501,13.0704579353,29298,0,0,0.297502161402,0.994909930099,0,0.1,0,0,40105.7781108,1,1,0,26.2658518339
48,0.00261445362178,75414,75414,0.679993507899,-0.0144507735968,0.0483362901927,4.51404168945e-12,9.276444091e-12,2767,1,0,19222.8673339,12.4848752022,28587,0,0,0.301812328306,0.994909930099,0,0.1,0,0,39628.9765303,1,1,0,26.3547478337
49,0.00264441917134,75414,75414,0.679993507899,0.0224102288485,0.0483362901927,6.70773975743e-12,1.1837042395e-11,2752,1,0,18866.2592082,11.7847089767,29539,0,0,0.295921699209,0.994909930099,0,0.1,0,0,40757.5150957,1,1,0,25.8967669592
50,0.00261347644613,75415,75415,0.680002524706,-0.0245284289122,0.0483362901927,4.3156707859e-12,9.17793540905e-12,2764,1,0,19193.3801661,11.6792087555,28479,0,0,0.280166749261,0.998387832526,0,0.1,0,0,39636.3203026,1,1,0,42.6830574581
51,0.00263543579894,75415,75415,0.680002524706,0.0321384519339,0.0483362901927,4.53838080785e-12,1.08225075513e-11,2758,1,0,19243.6957078,12.2764582634,29067,0,0,0.286970608013,0.998303407567,0,0.1,0,0,40007.8555854,1,1,0,26.3893236248
52,0.00261194247361,75414,75414,0.679993507899,-0.0224087387323,0.0483362901927,3.61303752735e-12,8.89075209783e-12,2768,1,0,18951.5852084,11.9188337326,27846,0,0,0.283307497203,0.998325304983,0,0.1,0,0,39081.3282962,1,1,0,25.9640309173
53,0.00263741110432,75414,75414,0.679993507899,0.0225078314543,0.0483362901927,5.1672614279e-12,1.10359798216e-11,2756,1,0,19171.597167,12.1441249847,29104,0,0,0.287487867146,0.998303164973,0,0.1,0,0,40155.702398,1,1,0,26.1827269997
54,0.0026107778848,75415,75415,0.680002524706,-0.024926289916,0.0483362901927,3.53067632381e-12,8.79393976862e-12,2765,1,0,18986.4514999,13.0126662254,27782,0,0,0.283265320569,0.998323691604,0,0.1,0,0,39083.3936129,1,1,0,26.0857030828
55,0.00263795371066,75415,75415,0.680002524706,0.024052336812,0.0483362901927,5.06424757611e-12,1.10382543161e-11,2754,1,0,19046.0522923,12.2482919693,29079,0,0,0.274602202982,0.998618883816,0,0.1,0,0,40183.7591685,1,1,0,42.4010144579
56,0.00260724886013,75415,75415,0.680002524706,-0.0192936509848,0.0483362901927,4.16740928888e-12,8.37785034758e-12,2766,1,0,18987.9028749,12.046667099,27097,0,0,0.270899516431,0.998618883816,0,0.1,0,0,38305.60543,1,1,0,26.1542255422
57,0.00263256572436,75414,75414,0.679993507899,0.026934966445,0.0483362901927,3.72491117919e-12,1.04558471783e-11,2759,1,0,18973.413125,11.9479579926,28569,0,0,0.277945773527,0.998618883816,0,0.1,0,0,39643.0276584,1,1,0,26.0605095001
58,0.00261159922913,75414,75414,0.679993507899,-0.0201862305403,0.0483362901927,3.33849331595e-12,8.83565027988e-12,2765,1,0,19249.4542499,11.9272918701,27726,0,0,0.274451660256,0.998618883816,0,0.1,0,0,38932.4621633,1,1,0,26.2028685417
59,0.00264284246519,75415,75415,0.680002524706,0.0257838517427,0.0483362901927,5.35252797672e-12,1.14863588099e-11,2753,1,0,18957.3889999,12.2300844193,28795,0,0,0.2799589365,0.998618883816,0,0.1,0,0,40198.825938,1,1,0,25.9542018329
60,0.00261083495668,75414,75414,0.679993507899,-0.0280987471342,0.0483362901927,3.31421135072e-12,8.79661456636e-12,2763,1,0,19279.9439998,12.9420843124,27648,0,0,0.265275593523,0.999231473024,0,0.1,0,0,38988.7723982,1,1,0,42.5879696659
