rung,iter,wall_ms,compliance,achieved_vf,plateau,cg_iters,cg_multigrid,beta,hier_built,mg_cycles_attempted,infeasible,recycle_dim,active_fraction,total_ms,tail_prev_ms,filter_ms,project_ms,solve_ms,fea_ms,sens_ms,update_ms,analysis_ms,observe_ms,residual_ms,solver_build_ms,mg_build_ms,mg_ms,cg_ms,geneo_setup_ms,geneo_apply_ms,recycle_ms,fea_solves,matvecs,geneo_dim,geneo_action,rss_mb,peak_rss_mb,compressed_mb,available_mb,major_faults,swapins
0,11,1785565094361,2331.776829,0.024994,0,2253,0,0,0,0,0,16,1.000000,15668.294,0.002,0.904,0.020,15656.312,15651.023,5.289,10.552,0.168,0.055,0.283,2.569,0.000,0.000,3788.191,2281.509,7815.100,1763.117,1,2929,658,2,377.67,371.80,224.80,3941.61,959,0
0,12,1785565135805,3896.595414,0.023413,0,406,0,0,0,0,0,16,1.000000,41443.198,0.003,0.918,0.020,41432.426,41426.835,5.590,9.442,0.159,0.053,0.179,3.895,0.000,0.000,765.662,38386.426,1640.795,629.213,1,1147,723,3,329.88,371.80,42.75,3845.73,959,0
0,13,1785565145231,60.43549674,0.022966,0,912,0,0,0,0,0,16,1.000000,9425.871,0.002,0.900,0.020,9417.133,9411.856,5.276,7.589,0.147,0.046,0.033,3.219,0.000,0.000,1763.947,2888.685,3703.483,1051.885,1,1653,723,2,272.05,371.80,57.19,3737.83,959,0
0,14,1785565193407,16.92033097,0.029197,0,440,0,0,0,0,0,16,1.000000,48175.576,0.002,0.901,0.020,48157.004,48151.779,5.225,16.851,0.344,0.117,0.338,2.328,0.000,0.000,862.362,44883.032,1726.958,676.406,1,1170,712,3,303.97,371.80,91.62,3742.70,959,0
0,15,1785565198590,2.149600654,0.041592,0,319,0,0,0,0,0,16,1.000000,5182.112,0.008,1.009,0.021,5173.390,5168.109,5.280,7.479,0.135,0.040,0.039,5.317,0.000,0.000,611.803,2721.750,1257.256,571.285,1,1049,712,2,303.97,371.80,106.16,3905.64,959,0
0,16,1785565203290,0.4690311104,0.054453,0,175,0,0,0,0,0,16,1.000000,4700.260,0.006,0.905,0.020,4691.608,4686.166,5.441,7.509,0.141,0.048,0.028,2.620,0.000,0.000,327.679,3199.638,673.551,482.129,1,905,712,2,303.97,371.80,163.36,3600.84,959,0
0,17,1785565212171,0.106455879,0.068294,0,118,0,1,0,0,0,16,1.000000,4078.232,0.000,1.385,0.231,4069.269,4064.153,5.115,7.117,0.134,0.067,0.028,2.570,0.000,0.000,224.623,2955.846,458.705,421.828,1,848,712,2,303.97,371.80,163.28,3738.75,959,0
0,18,1785565220773,60.81087243,0.049216,0,859,0,1,0,0,0,16,1.000000,8602.467,0.002,1.465,0.234,8592.116,8586.665,5.449,8.393,0.157,0.050,0.052,2.939,0.000,0.000,1619.054,2680.711,3315.763,967.618,1,1589,712,2,303.97,371.80,160.75,3662.53,959,0
0,19,1785565244391,2160.218459,0.042371,0,3051,0,1,0,0,0,16,1.000000,23617.272,0.013,3.543,0.252,23604.568,23598.917,5.649,8.348,0.180,0.056,0.324,6.381,0.000,0.000,6010.369,2782.130,12057.884,2741.198,1,3781,712,2,303.97,371.80,175.83,3689.61,959,0
0,20,1785565292780,18588.05018,0.045170,0,1644,0,1,0,0,0,16,1.000000,48388.837,0.006,2.307,0.230,48378.321,48372.991,5.329,7.636,0.154,0.044,0.145,3.602,0.000,0.000,3157.398,35741.941,7714.383,1754.952,1,2485,823,3,322.41,371.80,30.52,3868.03,959,0
0,21,1785565304260,1154.904514,0.038059,0,1015,0,1,0,0,0,16,1.000000,11479.548,0.004,1.373,0.229,11470.359,11465.258,5.100,7.369,0.138,0.048,0.032,2.927,0.000,0.000,1944.878,3575.270,4779.803,1161.774,1,1856,823,2,322.44,371.80,142.83,3867.42,959,0
0,22,1785565325329,40448.50976,0.029718,0,2274,0,1,0,0,0,16,1.000000,21068.824,0.007,1.380,0.230,21059.755,21054.725,5.029,7.257,0.134,0.038,0.031,2.307,0.000,0.000,4387.729,3615.639,10810.434,2237.984,1,3115,823,2,322.44,371.80,178.66,3754.06,959,0
0,23,1785565334933,1145.977725,0.042662,0,774,0,1,0,0,0,16,1.000000,9603.202,0.002,2.357,0.229,9592.851,9587.601,5.250,7.432,0.135,0.054,0.144,2.272,0.000,0.000,1456.643,3525.563,3639.824,962.676,1,1615,823,2,322.44,371.80,178.59,3800.59,959,0
0,24,1785565346884,2355.183792,0.025019,0,1025,0,1,0,0,0,16,1.000000,11950.981,0.007,1.413,0.230,11941.800,11936.714,5.086,7.316,0.145,0.043,0.033,2.558,0.000,0.000,2127.368,3628.577,4927.529,1250.135,1,1866,823,2,322.44,371.80,178.08,3801.08,959,0
0,25,1785565356024,442.8529246,0.037416,0,722,0,1,0,0,0,16,1.000000,9139.771,0.003,1.399,0.231,9130.680,9125.601,5.079,7.228,0.148,0.056,0.029,2.318,0.000,0.000,1246.633,3529.989,3525.224,820.920,1,1563,823,2,322.44,371.80,178.02,3702.69,959,0
0,26,1785565365966,720.5183127,0.028216,0,818,0,1,0,0,0,16,1.000000,9942.533,0.007,1.382,0.229,9933.510,9928.462,5.047,7.187,0.134,0.063,0.029,2.437,0.000,0.000,1540.423,3506.249,3960.777,918.054,1,1659,823,2,322.44,371.80,178.00,3784.58,959,0
0,27,1785565375388,50.68161636,0.029405,0,748,0,1,0,0,0,16,1.000000,9421.475,0.003,1.445,0.239,9411.934,9406.797,5.136,7.636,0.157,0.029,0.035,2.284,0.000,0.000,1437.776,3533.593,3493.091,939.534,1,1589,823,2,322.44,371.80,177.98,3695.44,959,0
0,28,1785565386056,50.32527547,0.035957,0,855,0,1,0,0,0,16,1.000000,10668.038,0.005,3.375,0.240,10653.538,10647.960,5.576,10.301,0.206,0.063,0.314,2.448,0.000,0.000,1763.291,3608.794,4177.692,1094.401,1,1696,823,2,322.44,371.80,189.41,3495.02,959,0
0,29,1785565391638,2.986672802,0.046557,0,216,0,1,0,0,0,16,1.000000,5581.372,0.004,1.466,0.244,5571.630,5566.398,5.231,7.823,0.134,0.045,0.030,5.132,0.000,0.000,408.025,3627.473,1020.239,504.975,1,1057,823,2,322.44,371.80,171.11,3526.67,959,0
0,30,1785565396968,0.5059882229,0.062066,0,129,0,1,0,0,0,16,1.000000,5329.680,0.003,2.720,0.249,5318.416,5312.787,5.628,7.922,0.142,0.032,0.199,3.609,0.000,0.000,264.360,3909.560,614.721,519.833,1,970,823,2,322.44,371.80,168.42,3594.67,959,0
0,31,1785565402081,0.1697089182,0.072499,0,132,0,1,0,0,0,16,1.000000,5113.157,0.003,1.676,0.237,5103.223,5097.763,5.460,7.397,0.147,0.039,0.437,2.972,0.000,0.000,245.825,3774.551,607.441,466.157,1,973,823,2,322.44,371.80,180.30,3716.14,959,0
0,32,1785565406821,0.08160220583,0.078105,0,96,0,1,0,0,0,16,1.000000,4740.295,0.014,1.574,0.253,4730.603,4725.317,5.285,7.649,0.137,0.043,0.036,2.556,0.000,0.000,221.522,3594.530,468.053,438.072,1,937,823,2,322.44,371.80,177.91,3678.95,959,0
1,1,1785565419262,0.6931982641,0.039317,0,102,0,0,0,0,0,16,1.000000,4955.611,0.000,1.108,0.022,4946.538,4941.299,5.238,7.704,0.141,0.044,0.053,4.438,0.000,0.000,211.208,3793.028,489.101,442.916,1,943,823,2,331.69,371.80,164.19,3603.30,959,0
1,2,1785565424412,2741.409447,0.036142,0,136,0,0,0,0,0,16,1.000000,5152.784,0.003,0.923,0.022,5143.586,5138.484,5.101,8.046,0.141,0.037,0.029,3.054,0.000,0.000,315.113,3691.835,634.878,493.028,1,977,823,2,331.69,371.80,164.12,3678.55,959,0
1,3,1785565436205,4499.142119,0.028035,0,1018,0,0,0,0,0,16,1.000000,11809.365,0.002,0.940,0.025,11800.201,11794.741,5.457,7.871,0.143,0.065,0.120,2.441,0.000,0.000,2095.225,3575.852,4878.429,1242.260,1,1859,823,2,331.69,371.80,170.11,3670.59,959,0
1,4,1785565444945,3650.724075,0.032104,0,543,0,0,0,0,0,16,1.000000,8746.107,0.005,1.008,0.024,8734.820,8729.411,5.407,9.678,0.194,0.061,0.322,2.624,0.000,0.000,1259.550,3798.010,2697.181,971.396,1,1384,823,2,331.72,371.80,187.72,3562.36,959,0
1,5,1785565454305,33209.38632,0.026852,0,630,0,0,0,0,0,16,1.000000,9363.302,0.009,0.953,0.022,9353.856,9348.661,5.195,8.220,0.136,0.057,0.058,6.687,0.000,0.000,1337.059,4076.637,3019.038,908.691,1,1471,823,2,331.72,371.80,176.92,3673.81,959,0
1,6,1785565460866,3750.190228,0.030946,0,307,0,0,0,0,0,16,1.000000,6562.470,0.012,0.937,0.021,6553.362,6548.192,5.170,7.921,0.149,0.050,0.029,2.436,0.000,0.000,597.094,3898.210,1458.102,591.814,1,1148,823,2,331.74,371.80,180.44,3700.52,959,0
1,7,1785565474502,97861.91738,0.019506,0,1164,0,0,0,0,0,16,1.000000,13637.280,0.003,0.955,0.023,13617.564,13611.629,5.932,16.870,0.197,0.066,1.604,3.363,0.000,0.000,2650.027,3638.343,5799.870,1519.131,1,2005,823,2,331.74,371.80,199.73,3145.34,959,0
1,8,1785565481068,4866.31432,0.027642,0,307,0,0,0,0,0,16,1.000000,6566.696,0.008,0.984,0.023,6557.734,6552.504,5.229,7.717,0.145,0.044,0.048,2.869,0.000,0.000,670.025,3772.866,1477.753,628.213,1,1148,823,2,331.74,371.80,185.89,3235.03,959,0
1,9,1785565489468,7436.843524,0.013740,0,563,0,0,0,0,0,16,1.000000,8400.370,0.003,0.934,0.024,8391.519,8386.388,5.129,7.655,0.147,0.054,0.037,2.561,0.000,0.000,1214.711,3680.753,2657.217,830.628,1,1404,823,2,331.74,371.80,183.50,3284.08,959,0
1,10,1785565496519,3631.463623,0.027941,0,376,0,0,0,0,0,16,1.000000,7051.090,0.006,1.061,0.023,7031.226,7025.306,5.918,17.512,0.193,0.059,1.016,2.296,0.000,0.000,808.909,3686.899,1812.573,714.069,1,1217,823,2,331.74,371.80,191.38,3260.39,959,0
1,11,1785565505602,1439.10356,0.019465,0,617,0,0,0,0,0,16,1.000000,9082.541,0.002,0.963,0.020,9072.315,9066.795,5.519,8.964,0.167,0.056,0.057,4.344,0.000,0.000,1304.599,3860.763,2974.981,921.422,1,1458,823,2,331.74,371.80,175.97,3047.00,959,0
1,12,1785565528973,264.531364,0.024055,0,2413,0,0,0,0,0,16,1.000000,23371.718,0.006,1.045,0.021,23339.261,23328.324,10.934,29.526,0.210,0.068,1.587,2.575,0.000,0.000,5331.087,3717.721,11676.843,2597.600,1,3254,823,2,331.74,371.80,195.23,3193.27,959,0
1,13,1785565544572,166.6426055,0.025491,0,1444,0,0,0,0,0,16,1.000000,15598.318,0.004,0.924,0.024,15589.202,15584.105,5.096,7.926,0.149,0.057,0.036,3.510,0.000,0.000,3016.614,4044.746,6888.624,1629.895,1,2285,823,2,331.74,371.80,187.58,3330.52,959,0
1,14,1785565550717,8.499065234,0.032727,0,290,0,0,0,0,0,16,1.000000,6145.093,0.003,0.956,0.021,6135.879,6130.603,5.274,7.848,0.203,0.044,0.143,3.725,0.000,0.000,555.516,3634.343,1357.684,578.621,1,1131,823,2,331.74,371.80,172.12,3413.97,959,0
1,15,1785565556001,1.192770557,0.040415,0,180,0,0,0,0,0,16,1.000000,5283.608,0.002,1.014,0.021,5273.552,5268.288,5.263,8.781,0.149,0.052,0.040,2.617,0.000,0.000,346.013,3586.476,849.652,482.990,1,1021,823,2,331.74,371.80,171.28,3362.02,959,0
1,16,1785565561425,0.8524970285,0.038459,0,140,0,0,0,0,0,16,1.000000,5424.644,0.013,1.042,0.024,5415.457,5409.851,5.604,7.897,0.140,0.052,0.033,2.584,0.000,0.000,325.120,3784.972,804.836,491.797,1,981,823,2,331.74,371.80,181.83,3134.64,959,0
1,17,1785565574667,0.192546045,0.056484,0,115,0,1,0,0,0,16,1.000000,5094.585,0.000,1.482,0.250,5085.047,5079.854,5.192,7.551,0.153,0.062,0.042,2.887,0.000,0.000,307.474,3752.588,562.395,453.981,1,956,823,2,331.74,371.80,165.84,3708.83,959,0
1,18,1785565598407,26.35790546,0.036900,0,2418,0,1,0,0,0,16,1.000000,23739.809,0.003,4.687,0.246,23725.885,23720.510,5.374,8.484,0.148,0.047,0.311,2.720,0.000,0.000,5464.446,3781.962,11758.910,2711.829,1,3259,823,2,331.74,371.80,195.03,3431.88,959,0
1,19,1785565622432,1225.439236,0.038616,0,2505,0,1,0,0,0,16,1.000000,24024.050,0.003,3.815,0.240,24010.904,24005.481,5.422,8.336,0.198,0.081,0.477,3.463,0.000,0.000,5529.603,3681.118,12156.160,2634.388,1,3346,823,2,223.50,371.80,98.09,3269.67,959,0
1,20,1785565652813,3210.510087,0.032934,0,3316,0,1,0,0,0,16,1.000000,30381.477,0.006,1.530,0.231,30371.865,30366.610,5.253,7.609,0.146,0.049,0.047,3.320,0.000,0.000,7207.168,3772.945,15985.916,3396.567,1,4157,823,2,169.33,371.80,33.16,3604.17,959,0
1,21,1785565705092,3095.33238,0.033423,0,562,0,1,0,0,0,16,1.000000,52278.348,0.003,3.529,0.233,52265.755,52260.332,5.422,8.237,0.184,0.069,0.341,2.804,0.000,0.000,1278.570,47697.565,2403.382,877.328,1,1331,751,3,340.72,371.80,97.39,3540.97,959,0
1,22,1785565731730,2759.937031,0.030009,0,3192,0,1,0,0,0,16,1.000000,26637.923,0.009,2.441,0.246,26627.007,26621.689,5.316,7.895,0.151,0.050,0.132,3.555,0.000,0.000,6667.255,3428.248,13372.371,3149.600,1,3961,751,2,345.05,371.80,211.30,3519.27,959,0
1,23,1785565766693,3935.496638,0.030382,0,331,0,1,0,0,0,16,1.000000,34962.361,0.004,3.907,0.242,34949.326,34943.880,5.445,8.149,0.194,0.153,0.390,2.935,0.000,0.000,731.055,32145.576,1377.845,685.686,1,1065,716,3,345.13,371.80,85.95,3552.25,959,0
1,24,1785565779428,2872.684871,0.027079,0,1065,0,1,0,0,0,16,1.000000,12735.326,0.004,4.598,0.246,12721.057,12715.568,5.486,8.620,0.210,0.088,0.508,5.037,0.000,0.000,3026.420,3186.938,4868.341,1628.121,1,1799,716,2,153.83,371.80,32.38,3155.12,959,0
1,25,1785565821578,2148.559334,0.025521,0,479,0,1,0,0,0,16,1.000000,42149.707,0.009,3.449,0.243,42137.526,42132.276,5.249,7.901,0.175,0.075,0.338,3.345,0.000,0.000,963.142,38461.887,1975.776,727.294,1,1244,747,3,173.69,371.80,29.88,3275.27,959,0
1,26,1785565831270,10640.66448,0.021396,0,856,0,1,0,0,0,16,1.000000,9691.551,0.005,1.517,0.230,9681.691,9676.340,5.350,7.843,0.153,0.054,0.062,3.505,0.000,0.000,1828.281,3055.129,3690.532,1098.073,1,1621,747,2,155.25,371.80,21.59,3421.41,959,0
1,27,1785565837671,192.3138452,0.024580,0,395,0,1,0,0,0,16,1.000000,6401.101,0.011,1.523,0.247,6391.219,6385.864,5.353,7.858,0.168,0.048,0.038,3.176,0.000,0.000,835.440,3190.577,1671.639,684.479,1,1160,747,2,154.09,371.80,20.55,3448.86,959,0
1,28,1785565857739,323.6284344,0.017164,0,2355,0,1,0,0,0,16,1.000000,20068.010,0.006,3.434,0.230,20055.046,20049.684,5.360,8.660,0.207,0.064,0.369,2.735,0.000,0.000,4885.030,3081.579,9836.691,2242.971,1,3120,747,2,163.24,371.80,33.89,3391.89,959,0
1,29,1785565898657,156.0976698,0.025385,0,240,0,1,0,0,0,16,1.000000,40917.571,0.005,5.944,0.230,40902.645,40897.219,5.426,7.918,0.186,0.287,0.360,3.032,0.000,0.000,482.003,38915.935,933.486,560.773,1,974,716,3,152.78,371.80,23.73,3430.55,959,0
1,30,1785565905345,5.62628191,0.035761,0,533,0,1,0,0,0,16,1.000000,6687.557,0.008,1.483,0.233,6678.085,6672.910,5.174,7.515,0.136,0.049,0.056,3.569,0.000,0.000,1079.728,2711.836,2088.126,789.035,1,1267,716,2,136.33,371.80,17.08,3430.28,959,0
1,31,1785565932198,0.865554581,0.047760,0,161,0,1,0,0,0,16,1.000000,26853.129,0.003,3.615,0.247,26840.573,26835.131,5.441,8.004,0.176,0.061,0.452,2.407,0.000,0.000,301.532,25521.172,543.822,465.392,1,825,646,3,204.17,371.80,31.02,3677.55,959,0
1,32,1785565935805,0.2878619478,0.056441,0,142,0,1,0,0,0,16,1.000000,3606.747,0.004,1.519,0.242,3597.174,3592.025,5.148,7.598,0.144,0.042,0.029,3.429,0.000,0.000,316.859,2313.024,506.896,451.229,1,806,646,2,215.67,371.80,39.73,3637.89,959,0
