iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,iteration_wall_s
40,0.00255008653174,88424,88424,0.797302171247,-0.000655209097637,0.0483362901927,1.47166043618e-10,6.66038184938e-12,2506,1,0,35854.09025,12.9887499809,12520,0,0,0.135963484655,0.904781187556,0,0.1,0,0,18628.0562821,1,1,0,0,0,36,24,0,12,7,0,0,0,-8,0,0,53.3304241248
41,0.00253333177973,88424,88424,0.797302171247,-0.000330544655713,0.0483362901927,1.46328916834e-10,6.44850309179e-12,2563,1,0,30517.2984157,18.555709362,11810,0,0,0.13696367839,0.917944740793,0,0.1,0,0,17860.758051,1,1,0,0,0,45,33,0,12,8,0,0,1,8,0,0,30.893443
42,0.00251777158159,88423,88423,0.79729315444,-0.00799768107217,0.0483362901927,1.34485553092e-10,6.0872020699e-12,2596,1,0,34883.5445828,13.353000164,11775,0,0,0.139159937521,0.919114729532,0,0.1,0,0,17617.8510085,1,1,0,0,0,40,27,0,13,8,0,0,0,-5,0,0,35.227027542
43,0.00250739744901,88424,88424,0.797302171247,0.00604209509523,0.0483362901927,1.18017031243e-10,5.85217186801e-12,2632,1,0,31215.0930419,13.1511659622,11807,0,0,0.140644588487,0.920061297685,0,0.1,0,0,17396.0985288,1,1,0,0,0,39,24,0,15,9,0,0,1,-2,0,0,31.473465208
44,0.00249445055253,88423,88423,0.79729315444,-0.00512391481311,0.0483362901927,1.00141758015e-10,5.5341060056e-12,2650,1,0,31053.0295,13.4682502747,11574,0,0,0.143178004323,0.961144193512,0,0.1,0,0,17198.2874095,1,1,0,0,0,44,35,0,9,10,0,0,2,3,0,0,31.3614890841
45,0.00248296568963,88424,88424,0.797302171247,-0.0023729479862,0.0483362901927,9.6695637995e-11,5.31343978887e-12,2677,1,0,31417.361834,13.1533331871,11465,0,0,0.127773791388,0.867066614754,0,0.1,0,0,16961.9321249,1,1,0,0,0,47,31,0,16,11,0,0,2,1,0,0,49.7022572923
46,0.00247200603917,88423,88423,0.79729315444,0.00099603062594,0.0483362901927,1.18052831731e-10,5.12222091144e-12,2720,1,0,33173.2226672,18.8076667786,10799,0,0,0.128792649612,0.940869445879,0,0.1,0,0,16298.3429976,1,1,0,0,0,45,31,0,14,12,0,0,2,-4,0,0,33.4914395418
47,0.00246331763221,88423,88423,0.79729315444,0.000950263036182,0.0483362901927,1.12013363262e-10,4.93123624462e-12,2743,1,0,45614.2132092,13.8662500381,10762,0,0,0.130510761788,0.931584628397,0,0.1,0,0,16129.550257,1,1,0,0,0,52,31,0,21,13,0,0,5,2,0,0,45.8741657087
48,0.00245372824208,88424,88424,0.797302171247,-0.00515742652277,0.0483362901927,9.78178294257e-11,4.67538073218e-12,2756,1,0,37903.2844591,25.8646249771,10756,0,0,0.133014961039,0.936303252613,0,0.1,0,0,15978.4791695,1,1,0,0,0,48,28,0,20,13,0,0,0,-4,0,0,38.272930833
49,0.00244572181248,88423,88423,0.79729315444,-0.000468149656805,0.0483362901927,8.97994939484e-11,4.4387719025e-12,2778,1,0,34451.1653748,13.3197922707,10699,0,0,0.135880858737,0.926843510913,0,0.1,0,0,15804.9829851,1,1,0,0,0,50,32,0,18,14,0,0,4,-2,0,0,34.720707708
