iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
50,0.00349621117572,58591,58591,0.528303758205,-0.000698550902648,0.0483362901927,1.20128351955e-10,2.99945723034e-11,2713,1,0,19992.0535407,12.7154588699,10635,0,0,0.276367380745,0.999395895787,0,0.1,0,0,17250.3450173,0,1.02180959,0,0,0,6,-15,0,21,14,0,0,0,-2,0,0,0,0,0,0,71.2434946252
51,0.00350737857717,58591,58591,0.528303758205,0.00381953801306,0.0483362901927,1.06251512672e-10,3.02997838719e-11,2712,1,0,24422.3354578,12.8569173813,12363,0,0,0.268560719353,0.999389340953,0,0.1,0,0,17591.5852703,0,1.02610346965,0,0,0,6,-16,0,22,15,0,0,1,-1,0,0,0,0,0,0,64.0680462923
52,0.00350693538025,58591,58591,0.528303758205,0.00284749312916,0.0483362901927,9.61469141226e-11,3.04331532051e-11,2712,1,0,19621.7442083,12.1898336411,11963,0,0,0.264204589175,0.999389340953,0,0.1,0,0,17563.4071192,0,1.02527270192,0,0,0,7,-16,0,23,15,0,0,0,1,0,0,0,0,0,0,59.2286502081
53,0.00350287566904,58591,58591,0.528303758205,0.00147069905254,0.0483362901927,9.02972927601e-11,3.03386697999e-11,2715,1,0,19708.734333,12.8371667862,11535,0,0,0.264911706895,0.999389340953,0,0.1,0,0,17500.6406115,0,1.02406614443,0,0,0,7,-16,0,23,16,0,0,1,-1,0,0,0,0,0,0,64.2929215422
54,0.00349988980525,58590,58590,0.528294741398,0.000858196944574,0.0483362901927,1.29337982403e-10,3.02848477416e-11,2713,1,0,19719.994792,12.1712498665,11146,0,0,0.266859789346,0.999389340953,0,0.1,0,0,17488.9583052,0,1.02320657581,0,0,0,8,-16,0,24,16,0,0,0,1,0,0,0,0,0,0,59.2251376249
55,0.00349402498764,58590,58590,0.528294741398,-0.000501691429006,0.0483362901927,1.65737707482e-10,3.00754150801e-11,2714,1,0,19791.4876671,12.1692080498,10845,0,0,0.273584890035,0.998977168685,0,0.1,0,0,17344.5341781,0,1.02212341964,0,0,0,7,-15,0,22,16,0,0,0,-1,0,0,0,0,0,0,71.6259066248
56,0.00350526312192,58591,58591,0.528303758205,0.00332960148416,0.0483362901927,1.72071792296e-10,3.03317950545e-11,2708,1,0,24738.9657092,13.3449158669,12577,0,0,0.26832671042,0.998977168685,0,0.1,0,0,17817.1596553,0,1.0266225041,0,0,0,7,-16,0,23,17,0,0,1,-1,0,0,0,0,0,0,64.2009130828
57,0.00350211881419,58591,58591,0.528303758205,0.00159515999104,0.0483362901927,1.68473182544e-10,3.04612386921e-11,2717,1,0,19793.1612082,12.123916626,12097,0,0,0.267745200159,0.998977168685,0,0.1,0,0,17707.5618004,0,1.02553409614,0,0,0,7,-16,0,23,17,0,0,0,0,0,0,0,0,0,0,59.5835754159
58,0.00349974119018,58591,58591,0.528303758205,0.00223278601963,0.0483362901927,1.4926954358e-10,3.03951028235e-11,2712,1,0,19630.6158328,12.5,11637,0,0,0.266751329403,0.998977168685,0,0.1,0,0,17669.4134376,0,1.0243655537,0,0,0,8,-17,0,25,17,0,0,0,1,0,0,0,0,0,0,64.0319050411
59,0.00349393382846,58591,58591,0.528303758205,-0.000608376674777,0.0483362901927,1.22330038481e-10,3.02102710558e-11,2717,1,0,19946.99825,12.2422919273,11268,0,0,0.272465270275,0.998977168685,0,0.1,0,0,17592.4037402,0,1.02322848655,0,0,0,8,-16,0,24,17,0,0,0,0,0,0,0,0,0,0,59.6969557498
