iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,iteration_wall_s
18,0.0025484527323,75414.72,75270,0.678695087643,-0.00542184187124,343762500134,3.72047409615e-13,6.78580310187e-12,2626,1,0,20226.093792,11.9173331261,24124,344,9.40241462324e-13,0.168139091974,0.991783053632,24,0.075,21.3807137087
19,0.00254121256328,75414.72,75263,0.678631969992,-0.0130636737054,1.61477077548e+12,7.92037790376e-14,6.26134860988e-12,2624,1,0,20343.678709,11.7628750801,24325,349,9.86923669306e-13,0.170461630171,0.976169957532,24,0.075,21.37614075
20,0.00253971992055,75414.72,75158,0.677685205223,-0.0272277564841,3.50429577647e+12,3.64969043299e-14,6.07003692222e-12,2673,1,0,20453.5907502,12.2471251488,24655,337,9.62953207779e-13,0.16886145095,0.987190213853,24,0.075,21.4628663752
21,0.00254375353991,75414.72,75216,0.678208180048,0.0167717814487,555538124451,2.30219929234e-13,6.46616500009e-12,2643,1,0,20150.4544587,11.7932500839,24479,347,9.55064422154e-13,0.170366172467,0.984465848425,24,0.075,21.3067059577
22,0.00253840037573,75414.72,75276,0.678749188487,-0.02526798788,2.8673490456e+12,3.34531859385e-14,6.06062991199e-12,2677,1,0,20453.6999588,11.8028330803,24734,336,9.71870869982e-13,0.173614916148,0.98134884323,24,0.05625,21.4604918337
23,0.00253810798461,75414.72,75144,0.67755896992,-0.0557431126051,1.97776450881e+12,4.85001931958e-14,6.05040718251e-12,2723,1,0,20594.0257077,12.1028752327,24935,348,9.58327750896e-13,0.169541451548,0.987547322264,24,0.05625,21.767996375
24,0.00253840968792,75414.72,75272,0.678713121258,0.0331772310853,1.7478747547e+12,5.48791957291e-14,6.05763346443e-12,2629,1,0,20142.5584168,11.8072500229,24772,336,9.2860820374e-13,0.173711257292,0.985046991229,24,0.05625,21.1479047923
25,0.00253706422944,75414.72,75142,0.677540936305,-0.0355447290347,2.89301956e+12,3.31563471258e-14,5.99519472328e-12,2707,1,0,21352.2848749,19.7428331375,25053,338,9.93050765012e-13,0.169768128168,0.990239827336,24,0.05625,22.385208
26,0.00253975823644,75414.72,75215,0.67819916324,0.0189415287875,790445644861,1.21351748089e-13,6.17731077392e-12,2616,1,0,20217.8555837,12.1707501411,24777,350,9.29176209028e-13,0.172313038088,0.988282410643,24,0.05625,21.2726775841
27,0.00253617565697,75414.72,75196,0.678027843901,-0.0175990152229,2.57113468881e+12,3.73072485042e-14,5.91716899333e-12,2665,1,0,20430.7995,11.8605828285,25018,347,9.91154851056e-13,0.175396806403,0.992850327289,24,0.05625,21.4682699996
28,0.00253572704435,75414.72,75160,0.677703238837,-0.028511419082,2.75998684759e+12,3.47544992314e-14,6.00612086392e-12,2714,1,0,20832.4497504,11.8253746033,25139,353,9.89802887361e-13,0.171330926739,0.979049240268,24,0.05625,21.8767073327
29,0.00253692350907,75414.72,75243,0.678451633845,0.0105186384323,1.7186079052e+12,5.58137551228e-14,5.94144251186e-12,2635,1,0,20253.7071247,11.7621669769,25064,344,9.79579020711e-13,0.175016746237,0.982423091207,24,0.05625,21.2785949172
30,0.00253507530174,75414.72,75176,0.677847507754,-0.0101012127038,3.41697230408e+12,2.8072209031e-14,5.91423845913e-12,2678,1,0,20793.6625838,11.9921660423,25285,340,9.82403648192e-13,0.173908863044,0.99220879235,24,0.05625,21.8095377502
31,0.00253588952792,75414.72,75197,0.678036860708,-0.0159236757744,1.59122890295e+12,6.0281685806e-14,5.9792205089e-12,2684,1,0,20547.3413334,12.5929579735,25143,350,9.44421310661e-13,0.177038056573,0.975623141939,24,0.05625,21.5893975841
32,0.00253403813857,75414.72,75174,0.67782947414,-0.0216565741792,3.97730187984e+12,2.41173447908e-14,5.85010350912e-12,2693,1,0,20602.8867502,11.595749855,25478,336,9.98137015488e-13,0.172607156432,0.98305810589,24,0.05625,21.617503583
33,0.00253752595799,75414.72,75229,0.678325398543,0.0191997449632,1.01340226992e+12,9.46533904854e-14,6.16225922275e-12,2629,1,0,20303.490334,11.8238329887,25093,350,9.67182949493e-13,0.175695986712,0.983703008007,24,0.05625,21.373623583
34,0.00253333257177,75414.72,75175,0.677838490947,-0.0208767883626,1.89365401822e+12,3.79908208616e-14,5.78381594258e-12,2667,1,0,20562.4735003,11.7827920914,25489,352,9.72056779894e-13,0.177454095283,0.976892666425,24,0.0421875,21.6083070831
35,0.00253282670683,75414.72,75181,0.677892591791,-0.00678745264266,4.17056020682e+12,1.72498338382e-14,5.86160048551e-12,2677,1,0,20391.593833,12.1126251221,25509,345,9.94383210765e-13,0.177768356026,0.983190958287,24,0.0421875,21.4529832499
36,0.00253239647216,75414.72,75257,0.678577869148,-0.0304757474187,2.12577964751e+12,3.38423931493e-14,5.71551530425e-12,2682,1,0,20844.3346248,11.8414168358,25754,354,9.99787176195e-13,0.180453014024,0.978857018857,24,0.0421875,21.889379208
37,0.00253240066331,75414.72,75114,0.6772884657,0.00755187348081,1.52349070347e+12,4.722147002e-14,5.93283243285e-12,2714,1,0,20835.1690826,11.7800002098,25632,358,9.67885854376e-13,0.177946091874,0.981008666163,24,0.0421875,21.8969140826
38,0.00253164955844,75414.72,75279,0.678776238909,-0.00536847413871,2.11334092093e+12,3.40415831007e-14,5.73150534194e-12,2677,1,0,20476.2928748,11.7981672287,25686,350,9.91238610146e-13,0.181218384838,0.989753239487,24,0.0421875,21.5178689579
39,0.00253146357235,75414.72,75158,0.677685205223,-0.0124989646596,2.58837644972e+12,2.77940523635e-14,5.84683756814e-12,2702,1,0,20714.1755419,12.5308327675,25766,355,9.76515109996e-13,0.177205612144,0.975073617207,24,0.0421875,21.7892143331
40,0.00253215111465,75414.72,75230,0.67833441535,0.00106726813633,1.48644823274e+12,4.83982347956e-14,5.75023878681e-12,2652,1,0,20329.6399579,11.763792038,25833,349,9.49703154107e-13,0.180129507929,0.973956506185,24,0.0421875,21.3629550417
41,0.00253081207917,75414.72,75161,0.677712255645,-0.000839579360499,3.28204554337e+12,2.1919705144e-14,5.75356782766e-12,2680,1,0,21156.9013748,12.5815420151,25858,342,9.90356357671e-13,0.179732811847,0.98480260444,24,0.0421875,22.184224959
42,0.00253103672538,75414.72,75226,0.678298348121,-0.013430227013,2.34368401118e+12,3.06958916973e-14,5.79390835768e-12,2702,1,0,20912.4941249,13.0207090378,25915,348,9.43990588367e-13,0.182185391635,0.974682379618,24,0.0421875,21.976851292
43,0.00253161955096,75414.72,75215,0.67819916324,-0.0186103239796,1.18151219064e+12,6.08893172239e-14,5.79941860284e-12,2708,1,0,20618.8147082,11.7798337936,26019,349,9.38298887767e-13,0.180083681015,0.976180792221,24,0.0421875,21.6752954167
