field,printed_voxels,achieved_vf,fractional_samples,max_von_mises_mpa,margin_worst_case,margin_effective,accepted,min_feature_violations,load_path_connected,frozen_solid_below_iso,frozen_solid_total,frozen_void_above_iso,frozen_restored,mass_grams
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/PR_c4_ramp/snap/it0050,75415,0.680002524706,12510,0.0604464959793,909.895587973,188.405521246,1,637,1,0,40216,0,0,463.743142594
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/PR_c4_ramp/snap/it0060,75415,0.680002524706,11989,0.057098706419,963.244238781,199.452041853,1,582,1,0,40216,0,0,463.743142594
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/RB1_volcount/snap/it0001,75415,0.680002524706,70109,0.0875223941606,628.410597396,130.120453076,1,4814,1,0,40216,0,0,465.040592812
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/RB1_volcount/snap/it0010,75414,0.679993507899,64803,0.028698430443,1916.4811159,396.831931457,1,5448,1,0,40216,0,0,464.10593673
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/RB1_volcount/snap/it0020,75414,0.679993507899,35264,0.0293717962757,1872.54465079,387.734324301,1,2550,1,0,40216,0,0,463.792335019
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/RB1_volcount/snap/it0030,75414,0.679993507899,27267,0.0265256830289,2073.46215892,429.33686458,1,2638,1,0,40216,0,0,463.798484072
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/RB1_volcount/snap/it0040,75415,0.680002524706,27170,0.0243760745377,2256.31079011,467.198012742,1,2689,1,0,40216,0,0,463.767738806
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/RB1_volcount/snap/it0050,75414,0.679993507899,27376,0.021163326109,2598.83534926,538.122104428,1,2895,1,0,40216,0,0,463.767738806
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/RB1_volcount/snap/it0060,75415,0.680002524706,27602,0.0192338175356,2859.54672795,592.105730513,1,2955,1,0,40216,0,0,463.786185966
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/S0_seed16/snap/it0001,75415,0.680002524706,61028,0.0906099488037,606.997363161,125.686569001,1,1586,1,0,40216,0,0,464.050595252
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/S0_seed16/snap/it0010,75414,0.679993507899,58405,0.0416452457355,1320.67896415,273.463474193,1,2046,1,0,40216,0,0,463.976806614
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/S0_seed16/snap/it0020,75414,0.679993507899,42080,0.0313149181251,1756.35139074,363.675023417,1,1336,1,0,40216,0,0,463.810782179
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/S0_seed16/snap/it0030,75414,0.679993507899,28896,0.0228989020702,2401.86188103,497.336228066,1,1015,1,0,40216,0,0,463.7554407
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/S0_seed16/snap/it0040,75414,0.679993507899,26809,0.0162413933076,3386.4089711,701.199297792,1,980,1,0,40216,0,0,463.767738806
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/S0_seed16/snap/it0050,75415,0.680002524706,26778,0.0162287635029,3389.04439578,701.744996186,1,1081,1,0,40216,0,0,463.786185966
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/arms/S0_seed16/snap/it0060,75415,0.680002524706,27023,0.016226701749,3389.4750055,701.834159438,1,1193,1,0,40216,0,0,463.804633125
/Users/nadim/dev/TopOpt/TopOpt/.claude/worktrees/lattice-page-core-hookup-bf5ecc/evidence/2026-08-11-plsm-minimise-extra-surface/sources/rung_0.68,88424,0.797302171247,28374,0.0169004939895,3254.3427449,673.853296213,1,407,1,0,40216,0,0,543.723877119
