iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,iteration_wall_s
42,0.00238482776112,88424,88424,0.797302171247,-0.00126046245842,0.0483362901927,2.23410377829e-12,1.45281139727e-12,2447,1,0,13826.9673748,12.2667503357,12558,0,0,0.222735357969,0.996932832692,0,0.1,0,0,17713.3646261,1,1,0,0,0,65,16,6,55,32,0,0,5,-11,14.0814556251
43,0.00238454490408,88424,88424,0.797302171247,-0.00250194242608,0.0483362901927,2.07956431968e-12,1.44378881564e-12,2448,1,0,13996.2045832,11.8907089233,12682,0,0,0.214467576121,0.996932832692,0,0.1,0,0,17743.8314299,1,1,0,0,0,62,12,6,56,33,0,0,4,-7,14.1474914588
44,0.00238455962619,88424,88424,0.797302171247,0.00117258880446,0.0483362901927,1.92743793441e-12,1.44018525017e-12,2442,1,0,13690.3210001,12.3420000076,12806,0,0,0.22086899763,0.996932832692,0,0.1,0,0,17771.8223206,1,1,0,0,0,64,9,7,62,34,0,0,4,-2,13.8807828748
45,0.00238436299302,88423,88423,0.79729315444,-0.0021587898108,0.0483362901927,1.78061179758e-12,1.43549970661e-12,2448,1,0,13721.2147503,12.361582756,12888,0,0,0.194960083766,0.996100271355,0,0.1,0,0,17786.6536927,1,1,0,0,0,62,2,7,67,35,0,0,4,-6,24.1649808334
46,0.00238483973281,88424,88424,0.797302171247,0.011354233929,0.0483362901927,2.44103213671e-12,1.46999385306e-12,2454,1,0,13833.8164577,12.4227919579,12546,0,0,0.206613857109,0.998487632833,0,0.1,0,0,17784.31029,1,1,0,0,0,60,20,5,45,36,0,0,5,-7,14.009936417
47,0.00238457466552,88423,88423,0.79729315444,-0.00237103056606,0.0483362901927,1.65718962891e-12,1.45103552456e-12,2452,1,0,13517.8893342,11.7517499924,12628,0,0,0.205996291538,0.998487632833,0,0.1,0,0,17876.7478985,1,1,0,0,0,65,7,6,64,37,0,0,5,0,13.7086590002
48,0.00238455359843,88424,88424,0.797302171247,0.00109077711422,0.0483362901927,1.59598583222e-12,1.44473667989e-12,2447,1,0,13330.7009997,12.4625000954,12802,0,0,0.208053934699,0.998487632833,0,0.1,0,0,17895.8394258,1,1,0,0,0,55,7,5,53,38,0,0,4,-14,13.4790680832
49,0.00238421675724,88423,88423,0.79729315444,-0.00365008977911,0.0483362901927,1.28163732899e-12,1.43263782344e-12,2448,1,0,13513.0271249,11.6361250877,12909,0,0,0.206360752172,0.998487632833,0,0.1,0,0,17897.2393526,1,1,0,0,0,57,-2,5,64,39,0,0,4,-2,13.7040776671
50,0.00238431966444,88423,88423,0.79729315444,0.00188513165289,0.0483362901927,1.34537488829e-12,1.43215237796e-12,2447,1,0,13581.432292,12.3493747711,13033,0,0,0.193114043083,0.989252089938,0,0.1,0,0,17907.9035214,1,1,0,0,0,61,6,5,60,40,0,0,5,-1,23.951443125
51,0.0023845909439,88423,88423,0.79729315444,0.00848261043623,0.0483362901927,1.84623725239e-12,1.46561045104e-12,2454,1,0,13579.2620001,13.9510831833,12615,0,0,0.200752234774,0.998359960173,0,0.1,0,0,17960.1853661,1,1,0,0,0,55,10,4,49,41,0,0,5,-11,13.782056042
52,0.00238443112786,88424,88424,0.797302171247,-0.00101789762996,0.0483362901927,1.44357985384e-12,1.44367437209e-12,2446,1,0,13564.4028339,11.9776248932,12714,0,0,0.200457031975,0.992918955973,0,0.1,0,0,18024.6663316,1,1,0,0,0,58,6,5,57,42,0,0,7,-4,13.711962583
53,0.00238418654107,88424,88424,0.797302171247,-0.00228200991562,0.0483362901927,1.21462748528e-12,1.43545056488e-12,2447,1,0,13276.2669158,17.2955417633,12806,0,0,0.199861491066,0.992918955973,0,0.1,0,0,18012.8050519,1,1,0,0,0,52,0,4,56,43,0,0,4,-10,13.5094233342
54,0.00238417033135,88424,88424,0.797302171247,0.000186096233586,0.0483362901927,1.21061096939e-12,1.42768396037e-12,2445,1,0,13239.8397088,11.9461250305,12958,0,0,0.20134056485,0.992918955973,0,0.1,0,0,18053.2741992,1,1,0,0,0,58,-2,6,66,44,0,0,7,-1,13.3883389998
55,0.00238405194781,88423,88423,0.79729315444,-0.00126382847423,0.0483362901927,1.21602874795e-12,1.42693505226e-12,2450,1,0,13637.2401247,12.4246253967,13025,0,0,0.184749341929,0.989628723583,0,0.1,0,0,18007.4609325,1,1,0,0,0,50,-2,4,56,45,0,0,6,-14,23.9936093339
56,0.00238439233317,88424,88424,0.797302171247,0.00894486653393,0.0483362901927,2.33410579593e-12,1.45471018716e-12,2455,1,0,13401.9682088,12.5667500496,12679,0,0,0.197059068003,0.9926951369,0,0.1,0,0,18085.4843633,1,1,0,0,0,54,16,4,42,46,0,0,9,-5,13.6040795841
57,0.00238429261216,88423,88423,0.79729315444,-0.000423563184732,0.0483362901927,1.64871756352e-12,1.44388483189e-12,2456,1,0,13432.0340409,12.0622091293,12740,0,0,0.197554069287,0.9926951369,0,0.1,0,0,18164.1192239,1,1,0,0,0,53,5,4,52,47,0,0,7,-8,13.5813545422
58,0.00238407587511,88423,88423,0.79729315444,-0.00173875968798,0.0483362901927,1.4058929003e-12,1.42531150348e-12,2444,1,0,13359.7476673,11.5841655731,12882,0,0,0.19708059405,0.992497712806,0,0.1,0,0,18180.943456,1,1,0,0,0,55,0,4,59,48,0,0,7,-5,13.5501745832
59,0.00238403452422,88423,88423,0.79729315444,1.99522627038e-05,0.0483362901927,1.14032356094e-12,1.42883156222e-12,2449,1,0,13163.446959,12.1033329964,12965,0,0,0.198497082267,0.992497712806,0,0.1,0,0,18144.6384551,1,1,0,0,0,50,1,4,53,49,0,0,7,-12,13.3089744998
60,0.00238395244346,88424,88424,0.797302171247,-0.000982875897306,0.0483362901927,1.34783946594e-12,1.41561376303e-12,2443,1,0,13222.7817912,15.5896668434,13118,0,0,0.185409376662,0.991973533011,0,0.1,0,0,18173.5983095,1,1,0,0,0,56,2,5,59,50,0,0,7,-1,23.22018125
