config,phase,iter,compliance,cg_iters,used_mg,geneo_action,geneo_dim,recycle_dim
full,plain,25,1.44751050e+02,22,1,0,0,0
full,plain,26,1.43221966e+02,24,1,0,0,0
full,plain,27,1.41846053e+02,25,1,0,0,0
full,plain,28,1.40595259e+02,26,1,0,0,0
full,plain,29,1.39461907e+02,27,1,0,0,0
full,plain,30,1.38497116e+02,27,1,0,0,0
full,plain,31,1.37647623e+02,28,1,0,0,0
full,plain,32,1.36912915e+02,29,1,0,0,0
full,plain,33,1.36299995e+02,29,1,0,0,0
full,plain,34,1.35819318e+02,30,1,0,0,0
full,plain,35,1.35431324e+02,30,1,0,0,0
full,plain,36,1.35102139e+02,30,1,0,0,0
full,plain,37,1.34818535e+02,31,1,0,0,0
full,plain,38,1.34568906e+02,31,1,0,0,0
full,plain,39,1.34356490e+02,31,1,0,0,0
full,p3,40,1.35921524e+02,32,1,0,0,0
full,p3,41,1.35639027e+02,32,1,0,0,0
full,p3,42,1.35448773e+02,32,1,0,0,0
full,p3,43,1.35304762e+02,32,1,0,0,0
full,p3,44,1.35175614e+02,32,1,0,0,0
full,p3,45,1.35075281e+02,32,1,0,0,0
full,p3,46,1.34991267e+02,32,1,0,0,0
full,p3,47,1.34920015e+02,32,1,0,0,0
full,p3,48,1.34855044e+02,32,1,0,0,0
full,p3,49,1.34790497e+02,32,1,0,0,0
full,p3,50,1.34731741e+02,33,1,0,0,0
full,p3,51,1.34678049e+02,33,1,0,0,0
full,p3,52,1.34630383e+02,33,1,0,0,0
full,p3,53,1.34586807e+02,33,1,0,0,0
full,p3,54,1.34546242e+02,33,1,0,0,0
full,p3,55,1.34506425e+02,33,1,0,0,0
full,p3,56,1.34465685e+02,33,1,0,0,0
full,p3,57,1.34424054e+02,33,1,0,0,0
full,p3,58,1.34382146e+02,33,1,0,0,0
full,p3,59,1.34344356e+02,33,1,0,0,0
full,p3,60,1.34300380e+02,33,1,0,0,0
full,p3,61,1.34256963e+02,33,1,0,0,0
full,p3,62,1.34229369e+02,33,1,0,0,0
full,p3,63,1.34199398e+02,33,1,0,0,0
full,p3,64,1.34176824e+02,33,1,0,0,0
full,p3,65,1.34155966e+02,33,1,0,0,0
full,p3,66,1.34133561e+02,33,1,0,0,0
full,p3,67,1.34115295e+02,33,1,0,0,0
full,p3,68,1.34093878e+02,33,1,0,0,0
full,p3,69,1.34075314e+02,33,1,0,0,0
full,p3,70,1.34059627e+02,33,1,0,0,0
full,p3,71,1.34044702e+02,33,1,0,0,0
full,p3,72,1.34029990e+02,33,1,0,0,0
full,p3,73,1.34017522e+02,33,1,0,0,0
full,p3,74,1.34000844e+02,33,1,0,0,0
full,p3,75,1.33984225e+02,33,1,0,0,0
full,p3,76,1.33967528e+02,33,1,0,0,0
full,p3,77,1.33951612e+02,33,1,0,0,0
full,p3,78,1.33936094e+02,33,1,0,0,0
full,p3,79,1.33922164e+02,33,1,0,0,0
full,p6,80,1.34971908e+02,34,1,0,0,0
full,p6,81,1.34952790e+02,34,1,0,0,0
full,p6,82,1.34927735e+02,34,1,0,0,0
full,p6,83,1.34906227e+02,34,1,0,0,0
full,p6,84,1.34889339e+02,34,1,0,0,0
full,p6,85,1.34869022e+02,34,1,0,0,0
full,p6,86,1.34849284e+02,34,1,0,0,0
full,p6,87,1.34830078e+02,34,1,0,0,0
full,p6,88,1.34807840e+02,34,1,0,0,0
full,p6,89,1.34789756e+02,34,1,0,0,0
full,p6,90,1.34769876e+02,34,1,0,0,0
full,p6,91,1.34757951e+02,34,1,0,0,0
full,p6,92,1.34745260e+02,34,1,0,0,0
full,p6,93,1.34731994e+02,34,1,0,0,0
full,p6,94,1.34719665e+02,34,1,0,0,0
full,p6,95,1.34706052e+02,34,1,0,0,0
full,p6,96,1.34692799e+02,34,1,0,0,0
full,p6,97,1.34676982e+02,34,1,0,0,0
full,p6,98,1.34663228e+02,34,1,0,0,0
full,p6,99,1.34651963e+02,34,1,0,0,0
full,p6,100,1.34643822e+02,34,1,0,0,0
full,p6,101,1.34634980e+02,34,1,0,0,0
full,p6,102,1.34627904e+02,34,1,0,0,0
full,p6,103,1.34619946e+02,34,1,0,0,0
full,p6,104,1.34608891e+02,34,1,0,0,0
full,p6,105,1.34596590e+02,34,1,0,0,0
full,p6,106,1.34585203e+02,34,1,0,0,0
full,p6,107,1.34570473e+02,34,1,0,0,0
full,p6,108,1.34551150e+02,32,1,0,0,0
full,p6,109,1.34526041e+02,34,1,0,0,0
full,p6,110,1.34494424e+02,34,1,0,0,0
full,p6,111,1.34464677e+02,34,1,0,0,0
full,p6,112,1.34450833e+02,34,1,0,0,0
full,p6,113,1.34439655e+02,34,1,0,0,0
full,p6,114,1.34428355e+02,34,1,0,0,0
full,p6,115,1.34417717e+02,34,1,0,0,0
full,p6,116,1.34407715e+02,34,1,0,0,0
full,p6,117,1.34402493e+02,34,1,0,0,0
full,p6,118,1.34398812e+02,34,1,0,0,0
full,p6,119,1.34391353e+02,34,1,0,0,0
